evt,category,filed_in,on_samp,off_samp,midline_samp,midline_shift_ms,sfx,baseline,peak_win_ms,cross_win_ms,lowpass_hz,notch_hz,skip_railed,n_railed_rows,saved_utc,best_row,best_csc,best_region,best_polarity,best_railed,best_max_amp_uV,best_max_hw_ms,best_max_unresolved,best_max_clipped_samples,best_max_status,best_min_amp_uV,best_min_hw_ms,best_min_unresolved,best_min_clipped_samples,best_min_status
10,Solid,Solid,3044467,3045595,3045056,0.8333333333333334,30000.0,zero,1.9897727272727366,46.5785984848485,0,0,False,2,2026-09-24T15:29:35,20,42,DG GCL2,min,True,-846.19140625,,False,0,no_deflection,1860.65673828125,2.7413122173083746,False,0,ok
