Mouse,Condition,Group,Session_ID,TimeFrame,Channel,Region,CSD_Val,Voltage_Val,,
M34_ptenblind,Base,PTEN,m34s5,GZ,14,CA1,-1.467304845,-86.52483831,,
M34_ptenblind,Base,PTEN,m34s5,GZ,15,CA1,-13.10237761,-84.19724761,,
M34_ptenblind,Base,PTEN,m34s5,GZ,16,CA1 SLM,-13.10237761,-84.19724761,,
M34_ptenblind,Base,PTEN,m34s5,GZ,17,CA1 SLM,-5.160916236,-68.36262687,,
M34_ptenblind,Base,PTEN,m34s5,GZ,18,CA1 SLM,-5.160916236,-68.36262687,,
M34_ptenblind,Base,PTEN,m34s5,GZ,19,CA1 SLM,-1.491915795,-44.0786393,,
M34_ptenblind,Base,PTEN,m34s5,GZ,20,CA1 SLM,-1.491915795,-44.0786393,,
M34_ptenblind,Base,PTEN,m34s5,GZ,21,DG OML1,53.32897555,-18.48114514,,
M34_ptenblind,Base,PTEN,m34s5,GZ,22,DG OML1,53.32897555,-18.48114514,,
M34_ptenblind,Base,PTEN,m34s5,GZ,23,DG OML1,156.6240864,-43.26091829,,
M34_ptenblind,Base,PTEN,m34s5,GZ,24,DG OML1,156.6240864,-43.26091829,,
M34_ptenblind,Base,PTEN,m34s5,GZ,25,DG OML1,110.2865896,-219.4078789,,
M34_ptenblind,Base,PTEN,m34s5,GZ,26,DG MML1,110.2865896,-219.4078789,,
M34_ptenblind,Base,PTEN,m34s5,GZ,27,DG MML1,73.11667165,-511.9518843,,
M34_ptenblind,Base,PTEN,m34s5,GZ,28,DG MML1,73.11667165,-511.9518843,,
M34_ptenblind,Base,PTEN,m34s5,GZ,29,DG GCL1,-274.4839576,-867.3243288,,
M34_ptenblind,Base,PTEN,m34s5,GZ,30,DG GCL1,-274.4839576,-867.3243288,,
M34_ptenblind,Base,PTEN,m34s5,GZ,31,DG GCL1,-253.9667929,-950.2510946,,
M34_ptenblind,Base,PTEN,m34s5,GZ,32,DG GCL1,-253.9667929,-950.2510946,,
M34_ptenblind,Base,PTEN,m34s5,GZ,33,DG GCL1,-114.8130355,-778.4899102,,
M34_ptenblind,Base,PTEN,m34s5,GZ,34,DG GCL1,-114.8130355,-778.4899102,,
M34_ptenblind,Base,PTEN,m34s5,GZ,35,HIL,54.69931326,-493.9762803,,
M34_ptenblind,Base,PTEN,m34s5,GZ,36,HIL,54.69931326,-493.9762803,,
M34_ptenblind,Base,PTEN,m34s5,GZ,37,HIL,111.4413354,-263.4019695,,
M34_ptenblind,Base,PTEN,m34s5,GZ,38,HIL,111.4413354,-263.4019695,,
M34_ptenblind,Base,PTEN,m34s5,GZ,39,HIL,114.4822644,-156.0321245,,
M34_ptenblind,Base,PTEN,m34s5,GZ,40,HIL,114.4822644,-156.0321245,,
M34_ptenblind,Base,PTEN,m34s5,GZ,41,HIL,37.66705913,-163.4966741,,
M34_ptenblind,Base,PTEN,m34s5,GZ,42,HIL,37.66705913,-163.4966741,,
M34_ptenblind,Base,PTEN,m34s5,GZ,43,HIL,67.6471341,-215.4788658,,
M34_ptenblind,Base,PTEN,m34s5,GZ,44,HIL,67.6471341,-215.4788658,,
M34_ptenblind,Base,PTEN,m34s5,GZ,45,HIL,65.29580393,-353.3677898,,
M34_ptenblind,Base,PTEN,m34s5,GZ,46,HIL,65.29580393,-353.3677898,,
M34_ptenblind,Base,PTEN,m34s5,GZ,47,HIL,71.96487919,-550.8452869,,
M34_ptenblind,Base,PTEN,m34s5,GZ,48,HIL,71.96487919,-550.8452869,,
M34_ptenblind,Base,PTEN,m34s5,GZ,49,DG GCL2,-7.742604902,-826.4035084,,
M34_ptenblind,Base,PTEN,m34s5,GZ,50,DG GCL2,-7.742604902,-826.4035084,,
M34_ptenblind,Base,PTEN,m34s5,GZ,51,DG GCL2,-221.0092852,-1094.484173,,
M34_ptenblind,Base,PTEN,m34s5,GZ,52,DG GCL2,-221.0092852,-1094.484173,,
M34_ptenblind,Base,PTEN,m34s5,GZ,53,DG GCL2,-490.4347081,-1124.919203,,
M34_ptenblind,Base,PTEN,m34s5,GZ,54,DG GCL2,-490.4347081,-1124.919203,,
M34_ptenblind,Base,PTEN,m34s5,GZ,55,DG GCL2,-93.86468703,-659.9433774,,
M34_ptenblind,Base,PTEN,m34s5,GZ,56,DG GCL2,-93.86468703,-659.9433774,,
M34_ptenblind,Base,PTEN,m34s5,GZ,57,DG GCL2,44.6964387,-93.88232622,,
M34_ptenblind,Base,PTEN,m34s5,GZ,58,DG GCL2,44.6964387,-93.88232622,,
M34_ptenblind,Base,PTEN,m34s5,GZ,59,DG MML2,326.4297978,426.8433618,,
M34_ptenblind,Base,PTEN,m34s5,GZ,60,DG MML2,326.4297978,426.8433618,,
M34_ptenblind,Base,PTEN,m34s5,GZ,61,DG MML2,203.7737446,618.381938,,
M34_ptenblind,Base,PTEN,m34s5,GZ,62,DG MML2,203.7737446,618.381938,,
M34_ptenblind,Base,PTEN,m34s5,GZ,63,DG MML2,203.7737446,607.0609171,,
M34_ptenblind,Base,PTEN,m34s5,GZ,64,DG MML2,203.7737446,607.0609171,,
M34_ptenblind,CNO,PTEN,m34s8,AS,1,CA1 SP,3.156512159,-84.73295111,,
M34_ptenblind,CNO,PTEN,m34s8,AS,2,CA1 SP,3.156512159,-84.73295111,,
M34_ptenblind,CNO,PTEN,m34s8,AS,3,CA1 SP,3.156512159,-82.37309391,,
M34_ptenblind,CNO,PTEN,m34s8,AS,4,CA1 SP,3.156512159,-82.37309391,,
M34_ptenblind,CNO,PTEN,m34s8,AS,5,CA1,9.586410885,-83.2268625,,
M34_ptenblind,CNO,PTEN,m34s8,AS,6,CA1,9.586410885,-83.2268625,,
M34_ptenblind,CNO,PTEN,m34s8,AS,7,CA1,-5.517816735,-93.47094596,,
M34_ptenblind,CNO,PTEN,m34s8,AS,8,CA1,-5.517816735,-93.47094596,,
M34_ptenblind,CNO,PTEN,m34s8,AS,9,CA1,10.05260396,-99.73338093,,
M34_ptenblind,CNO,PTEN,m34s8,AS,10,CA1,10.05260396,-99.73338093,,
M34_ptenblind,CNO,PTEN,m34s8,AS,11,CA1,1.158106967,-117.6328902,,
M34_ptenblind,CNO,PTEN,m34s8,AS,12,CA1,1.158106967,-117.6328902,,
M34_ptenblind,CNO,PTEN,m34s8,AS,13,CA1,-9.209696638,-138.2249833,,
M34_ptenblind,CNO,PTEN,m34s8,AS,14,CA1 SLM,-9.209696638,-138.2249833,,
M34_ptenblind,CNO,PTEN,m34s8,AS,15,CA1 SLM,-19.33873392,-147.697191,,
M34_ptenblind,CNO,PTEN,m34s8,AS,16,CA1 SLM,-19.33873392,-147.697191,,
M34_ptenblind,CNO,PTEN,m34s8,AS,17,CA1 SLM,-31.67360004,-134.1709935,,
M34_ptenblind,CNO,PTEN,m34s8,AS,18,CA1 SLM,-31.67360004,-134.1709935,,
M34_ptenblind,CNO,PTEN,m34s8,AS,19,CA1 SLM,-0.157984496,-83.9440889,,
M34_ptenblind,CNO,PTEN,m34s8,AS,20,DG OML1,-0.157984496,-83.9440889,,
M34_ptenblind,CNO,PTEN,m34s8,AS,21,DG OML1,9.572361872,-34.84202929,,
M34_ptenblind,CNO,PTEN,m34s8,AS,22,DG OML1,9.572361872,-34.84202929,,
M34_ptenblind,CNO,PTEN,m34s8,AS,23,DG OML1,31.71166618,2.411738895,,
M34_ptenblind,CNO,PTEN,m34s8,AS,24,DG OML1,31.71166618,2.411738895,,
M34_ptenblind,CNO,PTEN,m34s8,AS,25,DG MML1,84.87895147,3.399553282,,
M34_ptenblind,CNO,PTEN,m34s8,AS,26,DG MML1,84.87895147,3.399553282,,
M34_ptenblind,CNO,PTEN,m34s8,AS,27,DG MML1,120.1336449,-91.35291388,,
M34_ptenblind,CNO,PTEN,m34s8,AS,28,DG MML1,120.1336449,-91.35291388,,
M34_ptenblind,CNO,PTEN,m34s8,AS,29,DG MML1,70.91858111,-314.2454535,,
M34_ptenblind,CNO,PTEN,m34s8,AS,30,DG MML1,70.91858111,-314.2454535,,
M34_ptenblind,CNO,PTEN,m34s8,AS,31,DG GCL1,-126.0138258,-598.7037066,,
M34_ptenblind,CNO,PTEN,m34s8,AS,32,DG GCL1,-126.0138258,-598.7037066,,
M34_ptenblind,CNO,PTEN,m34s8,AS,33,DG GCL1,-143.6289131,-721.8731223,,
M34_ptenblind,CNO,PTEN,m34s8,AS,34,DG GCL1,-143.6289131,-721.8731223,,
M34_ptenblind,CNO,PTEN,m34s8,AS,35,DG GCL1,-212.8106683,-679.6326878,,
M34_ptenblind,CNO,PTEN,m34s8,AS,36,DG GCL1,-212.8106683,-679.6326878,,
M34_ptenblind,CNO,PTEN,m34s8,AS,37,HIL,24.56426429,-398.8336135,,
M34_ptenblind,CNO,PTEN,m34s8,AS,38,HIL,24.56426429,-398.8336135,,
M34_ptenblind,CNO,PTEN,m34s8,AS,39,HIL,134.4115564,-149.174571,,
M34_ptenblind,CNO,PTEN,m34s8,AS,40,HIL,134.4115564,-149.174571,,
M34_ptenblind,CNO,PTEN,m34s8,AS,41,HIL,44.18912977,-73.61518213,,
M34_ptenblind,CNO,PTEN,m34s8,AS,42,HIL,44.18912977,-73.61518213,,
M34_ptenblind,CNO,PTEN,m34s8,AS,43,HIL,16.21329684,-63.62600276,,
M34_ptenblind,CNO,PTEN,m34s8,AS,44,HIL,16.21329684,-63.62600276,,
M34_ptenblind,CNO,PTEN,m34s8,AS,45,HIL,124.2991773,-84.24533919,,
M34_ptenblind,CNO,PTEN,m34s8,AS,46,HIL,124.2991773,-84.24533919,,
M34_ptenblind,CNO,PTEN,m34s8,AS,47,HIL,66.32826683,-266.5478356,,
M34_ptenblind,CNO,PTEN,m34s8,AS,48,HIL,66.32826683,-266.5478356,,
M34_ptenblind,CNO,PTEN,m34s8,AS,49,HIL,-16.95545268,-534.0138036,,
M34_ptenblind,CNO,PTEN,m34s8,AS,50,HIL,-16.95545268,-534.0138036,,
M34_ptenblind,CNO,PTEN,m34s8,AS,51,DG GCL2,-130.8028667,-789.8131203,,
M34_ptenblind,CNO,PTEN,m34s8,AS,52,DG GCL2,-130.8028667,-789.8131203,,
M34_ptenblind,CNO,PTEN,m34s8,AS,53,DG GCL2,-109.6313722,-912.6131231,,
M34_ptenblind,CNO,PTEN,m34s8,AS,54,DG GCL2,-109.6313722,-912.6131231,,
M34_ptenblind,CNO,PTEN,m34s8,AS,55,DG GCL2,-182.8212773,-907.5283917,,
M34_ptenblind,CNO,PTEN,m34s8,AS,56,DG GCL2,-182.8212773,-907.5283917,,
M34_ptenblind,CNO,PTEN,m34s8,AS,57,DG GCL2,-149.8619919,-682.5275885,,
M34_ptenblind,CNO,PTEN,m34s8,AS,58,DG GCL2,-149.8619919,-682.5275885,,
M34_ptenblind,CNO,PTEN,m34s8,AS,59,DG MML2,131.1291383,-270.1247418,,
M34_ptenblind,CNO,PTEN,m34s8,AS,60,DG MML2,131.1291383,-270.1247418,,
M34_ptenblind,CNO,PTEN,m34s8,AS,61,DG MML2,182.9027281,14.15111132,,
M34_ptenblind,CNO,PTEN,m34s8,AS,62,DG MML2,182.9027281,14.15111132,,
M34_ptenblind,CNO,PTEN,m34s8,AS,63,DG MML2,182.9027281,111.0438611,,
M34_ptenblind,CNO,PTEN,m34s8,AS,64,DG MML2,182.9027281,111.0438611,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,1,CA1 SP,1.08555385,-117.2619,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,2,CA1 SP,1.08555385,-117.2619,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,3,CA1 SP,1.08555385,-114.5410471,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,4,CA1 SP,1.08555385,-114.5410471,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,5,CA1,5.574169247,-114.2614575,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,6,CA1,5.574169247,-114.2614575,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,7,CA1,-3.374794112,-119.1682123,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,8,CA1,-3.374794112,-119.1682123,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,9,CA1,12.43007677,-122.7156128,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,10,CA1,12.43007677,-122.7156128,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,11,CA1,-1.480454124,-135.7268215,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,12,CA1,-1.480454124,-135.7268215,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,13,CA1,-7.183303481,-148.0439876,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,14,CA1 SLM,-7.183303481,-148.0439876,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,15,CA1 SLM,-20.60063094,-149.6280429,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,16,CA1 SLM,-20.60063094,-149.6280429,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,17,CA1 SLM,-36.65822113,-130.5194649,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,18,CA1 SLM,-36.65822113,-130.5194649,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,19,CA1 SLM,-1.931889266,-71.1641334,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,20,DG OML1,-1.931889266,-71.1641334,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,21,DG OML1,30.19257295,-6.68034788,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,22,DG OML1,30.19257295,-6.68034788,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,23,DG OML1,90.3347033,30.69417985,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,24,DG OML1,90.3347033,30.69417985,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,25,DG MML1,126.0833037,-16.59827489,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,26,DG MML1,126.0833037,-16.59827489,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,27,DG MML1,175.7947509,-204.5225907,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,28,DG MML1,175.7947509,-204.5225907,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,29,DG MML1,94.14025935,-579.4065953,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,30,DG MML1,94.14025935,-579.4065953,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,31,DG GCL1,-283.4662512,-1050.828349,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,32,DG GCL1,-283.4662512,-1050.828349,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,33,DG GCL1,-248.9588865,-1217.532584,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,34,DG GCL1,-248.9588865,-1217.532584,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,35,DG GCL1,-157.118415,-1135.619474,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,36,DG GCL1,-157.118415,-1135.619474,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,37,HIL,89.61071946,-860.9726345,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,38,HIL,89.61071946,-860.9726345,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,39,HIL,159.1401693,-647.356949,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,40,HIL,159.1401693,-647.356949,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,41,HIL,38.79431096,-606.4680399,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,42,HIL,38.79431096,-606.4680399,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,43,HIL,14.44761215,-629.3015491,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,44,HIL,14.44761215,-629.3015491,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,45,HIL,8.227932838,-714.2268947,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,46,HIL,8.227932838,-714.2268947,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,47,HIL,-11.01543936,-869.1068913,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,48,HIL,-11.01543936,-869.1068913,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,49,HIL,-20.47912316,-1082.584068,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,50,HIL,-20.47912316,-1082.584068,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,51,DG GCL2,-74.78339551,-1290.517695,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,52,DG GCL2,-74.78339551,-1290.517695,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,53,DG GCL2,-155.340098,-1386.631343,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,54,DG GCL2,-155.340098,-1386.631343,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,55,DG GCL2,-363.5757376,-1294.536153,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,56,DG GCL2,-363.5757376,-1294.536153,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,57,DG GCL2,-234.7483833,-779.9739793,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,58,DG GCL2,-234.7483833,-779.9739793,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,59,DG MML2,282.1267124,50.26159354,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,60,DG MML2,282.1267124,50.26159354,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,61,DG MML2,339.6302676,605.2890036,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,62,DG MML2,339.6302676,605.2890036,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,63,DG MML2,339.6302676,785.686484,,
M34_ptenblind,CNO,PTEN,m34s8,GZ,64,DG MML2,339.6302676,785.686484,,
M3_pten,Base,PTEN,m3s2,AS,1,CA1,-4.12515207,-290.0443809,,
M3_pten,Base,PTEN,m3s2,AS,2,CA1,-4.12515207,-290.0443809,,
M3_pten,Base,PTEN,m3s2,AS,3,CA1,-4.12515207,-294.3671135,,
M3_pten,Base,PTEN,m3s2,AS,4,CA1 SP,-4.12515207,-294.3671135,,
M3_pten,Base,PTEN,m3s2,AS,5,CA1 SP,-0.359654731,-293.1304782,,
M3_pten,Base,PTEN,m3s2,AS,6,CA1 SP,-0.359654731,-293.1304782,,
M3_pten,Base,PTEN,m3s2,AS,7,CA1 SP,0.96310241,-291.0452447,,
M3_pten,Base,PTEN,m3s2,AS,8,CA1 SP,0.96310241,-291.0452447,,
M3_pten,Base,PTEN,m3s2,AS,9,CA1 SP,-6.735458676,-289.603574,,
M3_pten,Base,PTEN,m3s2,AS,10,CA1,-6.735458676,-289.603574,,
M3_pten,Base,PTEN,m3s2,AS,11,CA1,-15.41315082,-278.0355355,,
M3_pten,Base,PTEN,m3s2,AS,12,CA1,-15.41315082,-278.0355355,,
M3_pten,Base,PTEN,m3s2,AS,13,CA1,24.07234509,-243.213206,,
M3_pten,Base,PTEN,m3s2,AS,14,CA1,24.07234509,-243.213206,,
M3_pten,Base,PTEN,m3s2,AS,15,CA1 SLM,-26.39577511,-229.330655,,
M3_pten,Base,PTEN,m3s2,AS,16,CA1 SLM,-26.39577511,-229.330655,,
M3_pten,Base,PTEN,m3s2,AS,17,CA1 SLM,-13.63009693,-187.8084681,,
M3_pten,Base,PTEN,m3s2,AS,18,CA1 SLM,-13.63009693,-187.8084681,,
M3_pten,Base,PTEN,m3s2,AS,19,CA1 SLM,-21.58722371,-129.118365,,
M3_pten,Base,PTEN,m3s2,AS,20,CA1 SLM,-21.58722371,-129.118365,,
M3_pten,Base,PTEN,m3s2,AS,21,DG OML1,-3.50552674,-48.47162996,,
M3_pten,Base,PTEN,m3s2,AS,22,DG OML1,-3.50552674,-48.47162996,,
M3_pten,Base,PTEN,m3s2,AS,23,DG OML1,18.91322824,38.34450231,,
M3_pten,Base,PTEN,m3s2,AS,24,DG OML1,18.91322824,38.34450231,,
M3_pten,Base,PTEN,m3s2,AS,25,DG MML1,-8.358460253,96.81116289,,
M3_pten,Base,PTEN,m3s2,AS,26,DG MML1,-8.358460253,96.81116289,,
M3_pten,Base,PTEN,m3s2,AS,27,DG MML1,21.00316792,159.8676166,,
M3_pten,Base,PTEN,m3s2,AS,28,DG MML1,21.00316792,159.8676166,,
M3_pten,Base,PTEN,m3s2,AS,29,DG MML1,36.43181523,197.1462254,,
M3_pten,Base,PTEN,m3s2,AS,30,DG MML1,36.43181523,197.1462254,,
M3_pten,Base,PTEN,m3s2,AS,31,DG GCL1,-30.02846671,192.1370717,,
M3_pten,Base,PTEN,m3s2,AS,32,DG GCL1,-30.02846671,192.1370717,,
M3_pten,Base,PTEN,m3s2,AS,33,DG GCL1,-11.07428346,213.3825209,,
M3_pten,Base,PTEN,m3s2,AS,34,DG GCL1,-11.07428346,213.3825209,,
M3_pten,Base,PTEN,m3s2,AS,35,HIL,54.00934421,244.7604507,,
M3_pten,Base,PTEN,m3s2,AS,36,HIL,54.00934421,244.7604507,,
M3_pten,Base,PTEN,m3s2,AS,37,HIL,43.52028729,212.3907399,,
M3_pten,Base,PTEN,m3s2,AS,38,HIL,43.52028729,212.3907399,,
M3_pten,Base,PTEN,m3s2,AS,39,HIL,80.86750214,135.5737134,,
M3_pten,Base,PTEN,m3s2,AS,40,HIL,80.86750214,135.5737134,,
M3_pten,Base,PTEN,m3s2,AS,41,HIL,-0.39309564,-30.64706199,,
M3_pten,Base,PTEN,m3s2,AS,42,HIL,-0.39309564,-30.64706199,,
M3_pten,Base,PTEN,m3s2,AS,43,DG GCL2,-120.5537712,-191.438149,,
M3_pten,Base,PTEN,m3s2,AS,44,DG GCL2,-120.5537712,-191.438149,,
M3_pten,Base,PTEN,m3s2,AS,45,DG GCL2,-75.58930926,-214.1111785,,
M3_pten,Base,PTEN,m3s2,AS,46,DG GCL2,-75.58930926,-214.1111785,,
M3_pten,Base,PTEN,m3s2,AS,47,DG MML2,-15.92977134,-156.1362642,,
M3_pten,Base,PTEN,m3s2,AS,48,DG MML2,-15.92977134,-156.1362642,,
M3_pten,Base,PTEN,m3s2,AS,49,DG MML2,37.23197038,-82.38779109,,
M3_pten,Base,PTEN,m3s2,AS,50,DG MML2,37.23197038,-82.38779109,,
M3_pten,Base,PTEN,m3s2,AS,51,DG MML2,21.76726394,-49.48644591,,
M3_pten,Base,PTEN,m3s2,AS,52,DG MML2,21.76726394,-49.48644591,,
M3_pten,Base,PTEN,m3s2,AS,53,DG OML2,8.499844411,-43.3496499,,
M3_pten,Base,PTEN,m3s2,AS,54,DG OML2,8.499844411,-43.3496499,,
M3_pten,Base,PTEN,m3s2,AS,55,DG OML2,4.059504864,-48.46921249,,
M3_pten,Base,PTEN,m3s2,AS,56,DG OML2,4.059504864,-48.46921249,,
M3_pten,Base,PTEN,m3s2,AS,57,DG,-11.12758456,-58.06346247,,
M3_pten,Base,PTEN,m3s2,AS,58,DG,-11.12758456,-58.06346247,,
M3_pten,Base,PTEN,m3s2,AS,59,DG,6.743185633,-53.59613108,,
M3_pten,Base,PTEN,m3s2,AS,60,DG,6.743185633,-53.59613108,,
M3_pten,Base,PTEN,m3s2,AS,61,DG,43.23000488,-58.51335213,,
M3_pten,Base,PTEN,m3s2,AS,62,DG,43.23000488,-58.51335213,,
M3_pten,Base,PTEN,m3s2,AS,63,DG,43.23000488,-106.0748768,,
M3_pten,Base,PTEN,m3s2,AS,64,DG,43.23000488,-106.0748768,,
M3_pten,Base,PTEN,m3s2,GZ,1,CA1,-10.91518011,-392.7841528,,
M3_pten,Base,PTEN,m3s2,GZ,2,CA1,-10.91518011,-392.7841528,,
M3_pten,Base,PTEN,m3s2,GZ,3,CA1,-10.91518011,-405.4035579,,
M3_pten,Base,PTEN,m3s2,GZ,4,CA1 SP,-10.91518011,-405.4035579,,
M3_pten,Base,PTEN,m3s2,GZ,5,CA1 SP,17.16331862,-408.9401404,,
M3_pten,Base,PTEN,m3s2,GZ,6,CA1 SP,17.16331862,-408.9401404,,
M3_pten,Base,PTEN,m3s2,GZ,7,CA1 SP,1.477193972,-423.2383307,,
M3_pten,Base,PTEN,m3s2,GZ,8,CA1 SP,1.477193972,-423.2383307,,
M3_pten,Base,PTEN,m3s2,GZ,9,CA1 SP,-6.25619301,-437.5250599,,
M3_pten,Base,PTEN,m3s2,GZ,10,CA1,-6.25619301,-437.5250599,,
M3_pten,Base,PTEN,m3s2,GZ,11,CA1,-35.69402163,-437.7227647,,
M3_pten,Base,PTEN,m3s2,GZ,12,CA1,-35.69402163,-437.7227647,,
M3_pten,Base,PTEN,m3s2,GZ,13,CA1,24.03353246,-394.1571709,,
M3_pten,Base,PTEN,m3s2,GZ,14,CA1,24.03353246,-394.1571709,,
M3_pten,Base,PTEN,m3s2,GZ,15,CA1 SLM,-37.99169993,-367.8007623,,
M3_pten,Base,PTEN,m3s2,GZ,16,CA1 SLM,-37.99169993,-367.8007623,,
M3_pten,Base,PTEN,m3s2,GZ,17,CA1 SLM,-31.1467235,-308.5939774,,
M3_pten,Base,PTEN,m3s2,GZ,18,CA1 SLM,-31.1467235,-308.5939774,,
M3_pten,Base,PTEN,m3s2,GZ,19,CA1 SLM,-27.07947314,-221.4368658,,
M3_pten,Base,PTEN,m3s2,GZ,20,CA1 SLM,-27.07947314,-221.4368658,,
M3_pten,Base,PTEN,m3s2,GZ,21,DG OML1,-2.886998688,-112.232737,,
M3_pten,Base,PTEN,m3s2,GZ,22,DG OML1,-2.886998688,-112.232737,,
M3_pten,Base,PTEN,m3s2,GZ,23,DG OML1,22.01561354,2.864331673,,
M3_pten,Base,PTEN,m3s2,GZ,24,DG OML1,22.01561354,2.864331673,,
M3_pten,Base,PTEN,m3s2,GZ,25,DG MML1,-4.807189762,81.68605117,,
M3_pten,Base,PTEN,m3s2,GZ,26,DG MML1,-4.807189762,81.68605117,,
M3_pten,Base,PTEN,m3s2,GZ,27,DG MML1,24.25261467,162.0068614,,
M3_pten,Base,PTEN,m3s2,GZ,28,DG MML1,24.25261467,162.0068614,,
M3_pten,Base,PTEN,m3s2,GZ,29,DG MML1,45.96376839,212.4095752,,
M3_pten,Base,PTEN,m3s2,GZ,30,DG MML1,45.96376839,212.4095752,,
M3_pten,Base,PTEN,m3s2,GZ,31,DG GCL1,-47.48204027,210.5699246,,
M3_pten,Base,PTEN,m3s2,GZ,32,DG GCL1,-47.48204027,210.5699246,,
M3_pten,Base,PTEN,m3s2,GZ,33,DG GCL1,27.40782796,242.8573404,,
M3_pten,Base,PTEN,m3s2,GZ,34,DG GCL1,27.40782796,242.8573404,,
M3_pten,Base,PTEN,m3s2,GZ,35,HIL,17.60470483,249.1975378,,
M3_pten,Base,PTEN,m3s2,GZ,36,HIL,17.60470483,249.1975378,,
M3_pten,Base,PTEN,m3s2,GZ,37,HIL,6.222901107,231.0122449,,
M3_pten,Base,PTEN,m3s2,GZ,38,HIL,6.222901107,231.0122449,,
M3_pten,Base,PTEN,m3s2,GZ,39,HIL,50.90278335,211.8779963,,
M3_pten,Base,PTEN,m3s2,GZ,40,HIL,50.90278335,211.8779963,,
M3_pten,Base,PTEN,m3s2,GZ,41,HIL,13.51194857,142.3771911,,
M3_pten,Base,PTEN,m3s2,GZ,42,HIL,13.51194857,142.3771911,,
M3_pten,Base,PTEN,m3s2,GZ,43,DG GCL2,-75.94581224,61.0319726,,
M3_pten,Base,PTEN,m3s2,GZ,44,DG GCL2,-75.94581224,61.0319726,,
M3_pten,Base,PTEN,m3s2,GZ,45,DG GCL2,-78.56432783,53.29706274,,
M3_pten,Base,PTEN,m3s2,GZ,46,DG GCL2,-78.56432783,53.29706274,,
M3_pten,Base,PTEN,m3s2,GZ,47,DG MML2,9.541352124,126.7713385,,
M3_pten,Base,PTEN,m3s2,GZ,48,DG MML2,9.541352124,126.7713385,,
M3_pten,Base,PTEN,m3s2,GZ,49,DG MML2,64.8056433,202.1582613,,
