Mouse,Channel,TimeFrame,Region,Base_CSD,CNO_CSD,Delta_CSD,Base_Voltage,CNO_Voltage,Delta_Voltage,Base_Theta,CNO_Theta,Delta_Theta
M13_pten,12,GZ,CA1 SLM|CA1,9.05788980110111,5.928949583587309,-3.128940217513801,-221.3715099897541,-365.9490540970203,-144.5775441072662,-0.01784027430784138,-0.02095943631892313,-0.0031191620110817483
M13_pten,14,AS,DG OML1|CA1 SLM,9.543518510691268,-67.70746994222755,-77.25098845291882,67.91377744848191,-324.7817040502042,-392.69548149868615,-0.03952965512338266,-0.03101167236071885,0.008517982762663811
M13_pten,14,GZ,DG OML1|CA1 SLM,4.252317821417483,-49.99685895594991,-54.249176777367396,-198.2230995822824,-450.1469939708529,-251.92389438857052,-0.03952965512338266,-0.03101167236071885,0.008517982762663811
M13_pten,16,AS,DG OML1|CA1 SLM,14.97400236157904,-41.02096689213238,-55.99496925371142,109.1982844231268,-271.0417420158029,-380.2400264389297,-0.03256831254404993,-0.02806528795389752,0.004503024590152411
M13_pten,16,GZ,DG OML1|CA1 SLM,24.97549506629963,-40.96940220162463,-65.94489726792426,-180.8855747064155,-481.337645832837,-300.4520711264215,-0.03256831254404993,-0.02806528795389752,0.004503024590152411
M13_pten,18,AS,DG MML1|CA1 SLM,35.60328478891035,30.89012019391615,-4.7131645949942005,138.5622532878332,-172.7223832968705,-311.28463658470366,-0.02971593914335469,-0.0208635405841336,0.00885239855922109
M13_pten,18,GZ,DG MML1|CA1 SLM,97.42604295905704,8.343386811058233,-89.0826561479988,-178.6288902407787,-463.5478989386259,-284.9190086978472,-0.02971593914335469,-0.0208635405841336,0.00885239855922109
M13_pten,20,AS,DG MML1|DG OML1,26.18910125126034,6.770219339434157,-19.418881911826183,136.9954245257141,-107.8990806337375,-244.8945051594516,-0.01316210550554895,-0.05623141326777265,-0.0430693077622237
M13_pten,20,GZ,DG MML1|DG OML1,76.15218623991932,-0.1132561582779032,-76.26544239819722,-253.8626864458542,-455.0629185666758,-201.20023212082162,-0.01316210550554895,-0.05623141326777265,-0.0430693077622237
M13_pten,22,AS,DG MML1,21.66860919286715,51.42163087389592,29.75302168102877,106.964354845346,-53.01110932901307,-159.97546417435905,-0.005916703707607713,-0.04819178839687879,-0.04227508468927108
M13_pten,22,GZ,DG MML1,18.55832234801488,110.7661024753259,92.20778012731101,-395.5432175086696,-445.6032139628707,-50.0599964542011,-0.005916703707607713,-0.04819178839687879,-0.04227508468927108
M13_pten,24,AS,DG GCL1|DG MML1,-62.19547263473218,147.0717272029317,209.26719983766387,66.30161552051753,-48.43397618122313,-114.73559170174066,-0.01527911167964756,-0.04105567681009298,-0.02577656513044542
M13_pten,24,GZ,DG GCL1|DG MML1,-148.676491256979,264.4381569635573,413.1146482205363,-541.3899944829762,-513.9238573511366,27.466137131839673,-0.01527911167964756,-0.04105567681009298,-0.02577656513044542
M13_pten,26,AS,DG GCL1,-151.3742960603973,-101.5225456236431,49.851750436754216,113.150179291015,-185.7215463913836,-298.8717256823986,-0.01859038725560029,-0.03468689875987554,-0.016096511504275247
M13_pten,26,GZ,DG GCL1,-139.5292447755118,-155.5590160967977,-16.029771321285892,-526.151986621217,-797.696915283668,-271.54492866245096,-0.01859038725560029,-0.03468689875987554,-0.016096511504275247
M13_pten,28,AS,HIL|DG GCL1,-54.30696387237482,-262.1915283275729,-207.88456445519807,326.6790337049654,-201.2420186064229,-527.9210523113883,-0.02157935381477712,-0.03179873811026387,-0.010219384295486748
M13_pten,28,GZ,HIL|DG GCL1,-29.0256244668889,-357.4132211031275,-328.38759663623864,-350.8766434081416,-897.6114893341351,-546.7348459259935,-0.02157935381477712,-0.03179873811026387,-0.010219384295486748
M13_pten,30,AS,HIL,17.07710357672018,-38.16746533792677,-55.24456891464695,613.6376423231526,61.55340438941418,-552.0842379337385,-0.00420191527205915,-0.01856280337760083,-0.014360888105541678
