# Jarvis Panorama -- PTEN m1 s2 2023-10-02 CSC1 panorama -- CSC1 -- 2-75 Hz -- 1,698 windows of 8 s every 1 s -- taken 2026-09-18T14:21:16
t_s,dominant_peak_hz,dominant_peak_margin,dominant_peak_power,dominant_flat_hz,aperiodic_exponent,r_squared
1227.2613,35.07806,0.10294,0.73327,35.0,1.39629,0.90235
1228.264,35.02467,0.09424,0.7375,35.0,1.43686,0.9002
1229.2667,46.53634,0.04018,0.72948,31.5,1.65331,0.89059
1230.2693,38.49621,0.17669,0.76668,38.5,1.76468,0.92321
1231.272,38.50708,0.03971,0.71949,31.5,1.6483,0.92577
1232.2747,47.21251,0.20637,0.64485,31.5,1.74314,0.92942
1233.2773,41.7848,0.02996,0.62203,51.5,1.7809,0.93148
1234.28,51.87576,0.15132,0.67592,51.5,1.75395,0.93739
1235.2827,51.77398,0.13343,0.74387,51.5,1.74175,0.92796
1236.2853,33.64315,0.16727,0.69932,51.5,1.63741,0.93244
1237.288,51.84664,0.15543,0.70769,51.5,1.61053,0.93774
1238.2907,55.85205,0.2572,0.67569,29.5,1.75415,0.9239
1239.2933,52.14806,0.10026,0.61321,52.0,1.57543,0.94963
1240.296,29.61072,0.01797,0.61192,29.5,1.5579,0.95228
1241.2987,29.58657,0.1445,0.62033,52.5,1.55903,0.93639
1242.3013,3.44397,0.03536,0.5827,52.5,1.53101,0.93092
1243.304,35.08032,0.04303,0.55001,52.5,1.48065,0.92719
1244.3067,34.97272,0.04897,0.55137,52.5,1.47376,0.92807
1245.3093,3.66592,0.40444,0.72402,3.5,1.35832,0.94394
1246.312,4.08319,0.23666,0.65824,4.0,1.33676,0.90173
1247.3147,4.2192,0.08451,0.54159,4.0,1.46743,0.92065
1248.3173,39.29067,0.06856,0.56478,57.5,1.45556,0.92855
1249.32,39.26713,0.08809,0.61256,39.5,1.50591,0.91699
1250.3227,39.31756,0.07164,0.61838,39.5,1.60626,0.90972
1251.3253,36.38636,0.0395,0.64524,4.5,1.31615,0.88432
1252.328,39.43265,0.04224,0.62676,26.0,1.29378,0.89861
1253.3307,25.73486,0.01714,0.58729,43.0,1.42612,0.92181
1254.3333,43.40556,0.14164,0.68767,43.0,1.48688,0.92803
1255.336,43.42456,0.11879,0.72163,43.0,1.58171,0.90619
1256.3387,43.15988,0.08961,0.65819,43.0,1.47621,0.94072
1257.3413,47.48264,0.04768,0.68123,47.5,1.522,0.93139
1258.344,43.21241,0.1212,0.66815,51.5,1.54001,0.93517
1259.3467,51.34682,0.11345,0.66514,51.5,1.63944,0.93613
1260.3493,6.43211,0.02153,0.59444,51.5,1.59073,0.93665
1261.352,47.05877,0.02704,0.55805,36.0,1.70887,0.94696
1262.3547,51.28656,0.15779,0.57098,51.5,1.7075,0.95101
1263.3573,51.02576,0.0231,0.52628,36.0,1.71367,0.95491
1264.36,65.95565,0.05008,0.52801,36.0,1.86037,0.94992
1265.3627,66.02326,0.01426,0.56565,36.0,1.92495,0.94956
1266.3653,35.87712,0.16347,0.66156,36.0,1.85798,0.93845
1267.368,36.10038,0.15899,0.61522,36.0,1.83629,0.93409
1268.3707,41.87539,0.10707,0.58959,48.5,1.8894,0.94061
1269.3733,41.94919,0.01131,0.55733,49.5,1.65096,0.93681
1270.376,48.93237,0.15322,0.51964,49.5,1.68077,0.94618
1271.3787,47.65335,0.07548,0.46504,5.0,1.70259,0.94101
1272.3813,54.91138,0.00957,0.52643,48.5,1.73322,0.95262
1273.384,48.40205,0.02987,0.53678,48.5,1.6146,0.95493
1274.3867,4.43134,0.11947,0.53916,4.5,1.56176,0.95677
1275.3893,4.59163,0.09889,0.54337,5.0,1.63683,0.95539
1276.392,48.31614,0.08672,0.54354,48.5,1.6415,0.95023
1277.3947,48.06693,0.1624,0.603,48.5,1.55486,0.95481
1278.3973,4.40968,0.00498,0.60433,4.5,1.41269,0.94455
1279.4,47.86895,0.15271,0.62831,48.0,1.54632,0.94407
1280.4027,47.68978,0.14075,0.63092,47.5,1.75826,0.95253
1281.4053,47.19221,0.15852,0.63075,47.5,1.71218,0.95374
1282.408,41.26398,0.11223,0.67031,47.0,1.69841,0.93091
1283.4107,42.03017,0.16905,0.75596,42.5,1.58773,0.9371
1284.4133,42.03349,0.28217,0.79713,42.0,1.6509,0.93908
1285.416,41.94113,0.18283,0.72539,41.0,1.59636,0.92496
1286.4187,41.67829,0.0758,0.66177,41.0,1.53843,0.9316
1287.4213,41.69129,0.03533,0.67845,41.0,1.4806,0.92935
1288.424,3.87139,0.12397,0.74559,4.5,1.43698,0.95116
1289.4267,3.57227,0.2365,0.76432,4.0,1.42049,0.93898
1290.4293,3.67021,0.25906,0.73375,4.0,1.4258,0.9304
1291.432,33.88606,0.1602,0.59416,34.0,1.69184,0.90088
1292.4347,3.83214,0.0594,0.5605,3.5,1.56649,0.9437
1293.4373,52.28303,0.06636,0.58059,54.5,1.82344,0.93669
1294.44,54.50804,0.18495,0.62927,54.5,1.80143,0.92497
1295.4427,56.43328,0.01139,0.52497,54.5,1.83241,0.92459
1296.4453,38.53609,0.11976,0.6215,38.5,1.70305,0.93944
1297.448,29.43694,0.01583,0.58903,38.5,1.71979,0.93582
1298.4507,29.57258,0.00976,0.58203,54.5,1.7645,0.94593
1299.4533,29.5278,0.04645,0.61096,54.5,1.77187,0.94142
1300.456,56.23899,0.02688,0.52802,56.5,1.69131,0.93235
1301.4587,56.31179,0.00734,0.50201,56.5,1.49439,0.93622
1302.4613,3.01781,0.07802,0.52952,38.5,1.48955,0.93281
1303.464,56.4203,0.10541,0.66916,54.5,1.75155,0.93123
1304.4667,62.10478,0.04845,0.56429,28.5,1.65096,0.89464
1305.4693,28.68482,0.14586,0.62573,28.5,1.43833,0.90281
1306.472,28.72858,0.01473,0.56055,54.5,1.66149,0.90067
1307.4747,28.73094,0.0411,0.60808,54.5,1.6951,0.90626
1308.4773,48.26566,0.06274,0.59217,48.5,1.52272,0.90785
1309.48,48.30027,0.14557,0.64468,48.5,1.65538,0.90603
1310.4827,48.41329,0.13325,0.76524,48.5,1.67088,0.8908
1311.4853,48.47218,0.1292,0.7438,48.5,1.65476,0.89449
1312.488,50.94246,0.07049,0.63765,54.5,1.70215,0.90166
1313.4907,42.20893,0.05952,0.53697,51.0,1.46715,0.92856
1314.4933,41.95086,0.21608,0.56922,51.0,1.50021,0.93428
1315.496,37.04614,0.04341,0.50946,50.5,1.59437,0.94315
1316.4987,51.08896,0.14332,0.56346,54.5,1.60741,0.94191
1317.5013,47.66496,0.05934,0.57936,54.5,1.59876,0.93889
1318.504,47.68473,0.05663,0.53705,52.5,1.53265,0.92856
1319.5067,47.7931,0.14218,0.64885,47.5,1.46539,0.91776
1320.5093,47.88555,0.24542,0.63444,48.0,1.48584,0.92654
1321.512,48.15125,0.05482,0.57526,31.5,1.54542,0.92947
1322.5147,43.42841,0.12717,0.52096,3.5,1.47775,0.94131
1323.5173,54.57385,0.06586,0.62065,3.5,1.43337,0.92186
1324.52,54.62325,0.00949,0.66708,54.5,1.55279,0.9343
1325.5227,35.61128,0.03283,0.69432,54.5,1.62305,0.93197
1326.5253,54.5151,0.05781,0.74856,54.5,1.59675,0.94494
1327.528,54.49168,0.06567,0.74681,54.5,1.49652,0.94224
1328.5307,54.43864,0.09334,0.75928,54.5,1.54037,0.92713
1329.5333,54.42016,0.18023,0.67843,54.5,1.49783,0.92343
1330.536,54.26691,0.00342,0.57579,5.0,1.48947,0.93399
1331.5387,54.29377,0.00385,0.52067,5.0,1.3919,0.92827
1332.5413,54.2675,0.13467,0.54034,47.5,1.58078,0.91484
1333.544,4.41758,0.06104,0.47168,5.0,1.40154,0.93713
1334.5467,47.05071,0.00635,0.44931,2.5,1.42451,0.9358
1335.5493,54.48304,0.02962,0.49222,2.5,1.3322,0.93484
1336.552,47.4464,0.02875,0.58964,3.0,1.38992,0.92059
1337.5547,3.95203,0.04051,0.50058,3.0,1.36259,0.92919
1338.5573,54.42112,0.08481,0.61807,3.5,1.39124,0.93111
1339.56,38.45498,0.00104,0.5715,54.5,1.65342,0.93766
1340.5627,38.57025,0.18203,0.60981,54.5,1.68264,0.94373
1341.5653,38.65698,0.01398,0.57642,37.0,1.70723,0.94686
1342.568,33.7123,0.09063,0.59457,37.0,1.74122,0.94945
1343.5707,53.77685,0.00239,0.61323,37.0,1.74014,0.94982
1344.5733,36.8034,0.15961,0.65944,37.0,1.75427,0.95158
1345.576,36.99702,0.04094,0.62084,37.0,1.65007,0.94321
1346.5787,36.9299,0.13107,0.63989,37.0,1.51458,0.93453
1347.5813,4.25363,0.0648,0.69484,4.5,1.27451,0.89758
1348.584,4.30316,0.13058,0.71649,4.5,1.26183,0.89501
1349.5867,4.28856,0.09292,0.69022,4.5,1.29214,0.904
1350.5893,40.95794,0.09783,0.68684,4.5,1.34134,0.90442
1351.592,4.36304,0.16218,0.63804,4.5,1.35238,0.93539
1352.5947,3.96816,0.11501,0.64425,3.5,1.21561,0.90118
1353.5973,41.69422,0.36891,0.55351,41.5,1.6202,0.90032
1354.6,3.77674,0.22159,0.66703,3.5,1.37075,0.93723
1355.6027,51.50813,0.06537,0.70419,3.5,1.45034,0.92966
1356.6053,51.54277,0.28778,0.69174,51.5,1.67371,0.91825
1357.608,51.55047,0.19397,0.67605,3.5,1.49122,0.93729
1358.6107,51.77454,0.23059,0.64427,52.0,1.49417,0.93746
1359.6133,51.639,0.01938,0.62328,54.5,1.49875,0.92322
1360.616,35.66877,0.08208,0.61387,54.5,1.53791,0.91685
1361.6187,54.72389,0.14296,0.72177,54.5,1.73907,0.91936
1362.6213,54.71764,0.28198,0.71635,54.5,1.70148,0.91555
1363.624,54.71938,0.30628,0.69183,54.5,1.4707,0.91286
1364.6267,54.72115,0.2805,0.71099,54.5,1.67196,0.93143
1365.6293,54.83413,0.35254,0.76609,54.5,1.66789,0.92266
1366.632,60.54372,0.0072,0.50608,41.0,1.5784,0.92834
1367.6347,60.91435,0.05026,0.58125,41.0,1.58735,0.93077
1368.6373,40.83534,0.16439,0.70412,41.0,1.4779,0.92811
1369.64,40.76666,0.09302,0.66174,41.0,1.47812,0.92562
1370.6427,45.0191,0.07215,0.61631,41.0,1.55137,0.932
1371.6453,40.43398,0.02786,0.55141,40.5,1.47694,0.93438
1372.648,3.9511,0.01014,0.51849,40.5,1.47902,0.93761
1373.6507,48.15599,0.15582,0.60422,48.5,1.39191,0.9397
1374.6533,48.31092,0.14134,0.62979,48.5,1.47981,0.90115
1375.656,48.29349,0.04575,0.60735,54.5,1.34499,0.91538
1376.6587,52.66413,0.03021,0.64247,54.5,1.55105,0.88404
1377.6613,53.0,0.06121,0.66386,54.5,1.55257,0.87576
1378.664,3.54451,0.18341,0.78531,4.0,1.25837,0.90238
1379.6667,3.64572,0.14747,0.77455,4.0,1.3328,0.90356
1380.6693,14.04157,0.07813,0.51161,54.5,1.72117,0.92307
1381.672,36.63522,0.18473,0.6039,37.0,1.86295,0.92688
1382.6747,36.46437,0.09297,0.6401,37.0,1.75466,0.89955
1383.6773,36.55847,0.08153,0.63989,37.0,1.78685,0.93038
1384.68,47.3884,0.10933,0.45744,37.0,1.92685,0.93489
1385.6827,42.89976,0.04897,0.53629,36.5,1.67673,0.90709
1386.6853,42.86108,0.06019,0.57777,43.0,1.87853,0.93825
1387.688,4.16167,0.1394,0.61929,54.5,1.73084,0.94618
1388.6907,4.19247,0.19722,0.65284,4.0,1.6305,0.93654
1389.6933,31.58915,0.00689,0.57415,4.5,1.58597,0.93306
1390.696,31.54541,0.07672,0.604,31.5,1.5258,0.93857
1391.6987,61.94383,0.3018,0.8893,62.5,1.50266,0.92776
1392.7013,62.03486,0.17579,0.90255,62.5,1.52844,0.94102
1393.704,61.82537,0.0871,0.84783,62.5,1.43395,0.92982
1394.7067,61.95945,0.03424,0.8334,62.5,1.32115,0.92211
1395.7093,61.00586,0.37398,0.76019,62.5,1.55712,0.8845
1396.712,61.94152,0.28296,0.79566,62.5,1.61173,0.8964
1397.7147,62.00717,0.25325,0.79598,62.5,1.61467,0.88119
1398.7173,3.84888,0.1506,0.71908,4.0,1.40136,0.93911
1399.72,32.54235,0.01034,0.55546,40.0,1.70091,0.91514
1400.7227,40.41846,0.00048,0.62215,40.0,1.78041,0.92417
1401.7253,44.23696,0.05419,0.60496,40.0,1.79801,0.93666
1402.728,4.46762,0.00862,0.53225,40.0,1.61534,0.9419
1403.7307,44.14218,0.06883,0.57067,49.0,1.62093,0.9433
1404.7333,4.55904,0.10128,0.68651,4.5,1.62924,0.94513
1405.736,43.46916,0.00407,0.66552,44.0,1.68084,0.94597
1406.7387,4.67125,0.11157,0.77979,44.0,1.66502,0.94376
1407.7413,4.7108,0.38318,0.81887,4.5,1.63723,0.92295
1408.744,4.72419,0.26779,0.78308,4.5,1.46738,0.89448
1409.7467,4.86298,0.07562,0.62251,42.5,1.6185,0.91425
1410.7493,4.58076,0.0619,0.54941,4.5,1.43791,0.89402
1411.752,33.62008,0.07954,0.63706,45.5,1.46599,0.91043
1412.7547,45.79244,0.12387,0.62474,45.5,1.67835,0.90734
1413.7573,5.84487,0.04339,0.59649,45.5,1.56274,0.8984
1414.76,3.4782,0.02148,0.65871,6.0,1.33894,0.89189
1415.7627,3.53739,0.00232,0.6461,6.0,1.39817,0.91163
1416.7653,3.69537,0.04649,0.60663,6.0,1.40089,0.92625
1417.768,44.67729,0.06237,0.65076,6.0,1.37101,0.93019
1418.7707,44.73574,0.26569,0.64533,6.0,1.4797,0.93795
1419.7733,44.82575,0.10209,0.58433,6.0,1.43907,0.94636
1420.776,4.25764,0.00162,0.66154,4.5,1.36733,0.92586
1421.7787,47.5597,0.07141,0.66533,4.5,1.31026,0.92831
1422.7813,47.52142,0.14456,0.68851,4.5,1.24327,0.89101
1423.784,4.27196,0.06199,0.56384,4.5,1.29556,0.89932
1424.7867,47.41059,0.06362,0.55321,4.5,1.26445,0.90045
1425.7893,47.53508,0.06995,0.53513,41.5,1.49046,0.8915
1426.792,4.12754,0.04937,0.58551,4.0,1.24742,0.90982
1427.7947,33.5,0.08784,0.50928,54.5,1.69424,0.90686
1428.7973,33.89919,0.02664,0.54639,54.5,1.7035,0.92544
1429.8,54.65123,0.00682,0.4803,54.5,1.4644,0.94145
1430.8027,51.98488,0.03896,0.54328,54.5,1.38921,0.92669
1431.8053,30.38427,0.00841,0.48203,54.5,1.31589,0.92401
1432.808,40.10252,0.00269,0.53253,54.5,1.3696,0.92822
1433.8107,52.20087,0.05126,0.4984,54.5,1.4634,0.94279
1434.8133,52.34485,0.16969,0.48401,5.5,1.36091,0.92909
1435.816,52.14852,0.24537,0.48635,52.5,1.31731,0.93147
1436.8187,47.59702,0.05911,0.47369,5.5,1.19089,0.92097
1437.8213,40.43102,0.23909,0.60123,5.5,1.21002,0.90627
1438.824,40.60289,0.01312,0.56918,4.0,1.14564,0.90527
1439.8267,3.48001,0.00491,0.55913,5.5,1.27016,0.91665
1440.8293,40.65454,0.24072,0.6016,3.5,1.25404,0.88641
1441.832,40.42991,0.22502,0.60923,4.0,1.24355,0.9183
1442.8347,40.50252,0.28877,0.65467,40.5,1.3809,0.92138
1443.8373,33.35122,0.06564,0.62905,41.0,1.46192,0.93661
1444.84,33.39655,0.11714,0.63544,33.5,1.53334,0.91737
1445.8427,41.06272,0.12577,0.65388,41.5,1.59666,0.9285
1446.8453,41.03098,0.12858,0.6447,41.5,1.49776,0.92255
1447.848,45.4414,0.02181,0.53207,41.5,1.64573,0.92619
1448.8507,45.33455,0.02281,0.48719,41.5,1.52231,0.92101
1449.8533,5.34788,0.18557,0.65219,5.0,1.60011,0.92868
1450.856,5.31684,0.06759,0.6181,45.5,1.5589,0.92662
1451.8587,61.87497,0.01604,0.54053,5.5,1.42383,0.92295
1452.8613,5.38309,0.11049,0.67352,5.5,1.458,0.89759
1453.864,4.82364,0.01723,0.5615,5.0,1.37585,0.8927
1454.8667,4.29461,0.35726,0.84374,5.0,1.22593,0.89705
1455.8693,4.29751,0.38748,0.87686,5.0,1.20029,0.88946
1456.872,57.11236,0.05353,0.67555,56.5,1.57326,0.85634
1457.8747,56.96543,0.03703,0.62134,49.0,1.60167,0.87626
1458.8773,3.92996,0.12078,0.68175,4.0,1.41894,0.92075
1459.88,3.4018,0.22426,0.71172,4.0,1.33568,0.93994
1460.8827,3.55981,0.17845,0.70851,4.0,1.34227,0.93813
1461.8853,34.04367,0.02126,0.54965,5.0,1.42939,0.92127
1462.888,3.57183,0.18994,0.53455,5.0,1.38732,0.92518
1463.8907,3.96599,0.06977,0.63573,5.0,1.28695,0.91476
1464.8933,47.79617,0.12372,0.61058,47.5,1.39578,0.92544
1465.896,30.52898,0.21003,0.63214,31.0,1.36571,0.91842
1466.8987,30.46125,0.00265,0.55962,47.5,1.41745,0.92331
1467.9013,37.1146,0.25473,0.75697,37.0,1.43306,0.91962
1468.904,4.03269,0.00105,0.73589,37.0,1.36694,0.90144
1469.9067,4.09514,0.03598,0.65475,47.5,1.46148,0.89052
1470.9093,47.60002,0.02245,0.57538,4.0,1.43296,0.90174
1471.912,4.27903,0.00631,0.60236,4.0,1.41042,0.91809
1472.9147,4.75779,0.04685,0.62702,4.5,1.48869,0.93375
1473.9173,4.77065,0.08054,0.68997,4.5,1.40589,0.93917
1474.92,3.65054,0.07363,0.63471,3.5,1.50992,0.92143
1475.9227,43.90106,0.04917,0.66563,3.5,1.47889,0.9363
1476.9253,43.85946,0.01083,0.59488,3.5,1.50591,0.9394
1477.928,48.35455,0.14827,0.59909,48.5,1.61619,0.94813
1478.9307,48.57535,0.17809,0.76995,48.5,1.55221,0.94607
1479.9333,48.63282,0.00201,0.74185,48.5,1.42181,0.92268
1480.936,3.5376,0.06932,0.54726,48.5,1.58085,0.9336
1481.9387,3.4529,0.07744,0.51674,48.5,1.55994,0.92076
1482.9413,3.43508,0.02458,0.53189,48.5,1.49573,0.92594
1483.944,48.64711,0.19766,0.58091,48.5,1.54862,0.92135
1484.9467,45.04157,0.15105,0.57736,44.5,1.42753,0.93336
1485.9493,44.82995,0.29396,0.62211,45.5,1.45405,0.91626
1486.952,44.65711,0.08505,0.56604,45.5,1.41554,0.90497
1487.9547,36.8078,0.11008,0.51104,45.5,1.24084,0.85949
1488.9573,28.53271,0.01089,0.5663,48.5,1.53061,0.89919
1489.96,48.23635,0.07142,0.59871,48.5,1.5967,0.90684
1490.9627,51.36101,0.08352,0.59144,51.5,1.55235,0.92081
1491.9653,51.38182,0.1252,0.62867,51.5,1.52937,0.90069
1492.968,51.32673,0.13133,0.6025,51.5,1.54329,0.90421
1493.9707,48.04172,0.09921,0.62022,51.0,1.66968,0.91608
1494.9733,47.96887,0.08369,0.56622,48.0,1.62879,0.92889
1495.976,32.53672,0.0416,0.50052,51.5,1.64426,0.91785
1496.9787,32.49666,0.03389,0.51326,45.0,1.61146,0.9361
1497.9813,4.08987,0.0117,0.50829,45.0,1.65099,0.93109
1498.984,44.77307,0.00146,0.52518,45.0,1.67623,0.93624
1499.9867,37.87399,0.07197,0.50149,44.5,1.7239,0.93901
1500.9893,53.24158,0.07604,0.50742,3.5,1.5287,0.93425
1501.992,3.3106,0.06489,0.5467,53.5,1.55622,0.92158
1502.9947,53.32138,0.06537,0.62033,53.5,1.51037,0.91805
1503.9973,53.32825,0.04809,0.66688,53.5,1.50649,0.88576
1505.0,26.89206,0.03446,0.56018,57.0,1.54977,0.88588
1506.0027,53.30168,0.06231,0.64016,57.0,1.48663,0.87963
1507.0053,26.90887,0.04697,0.6298,57.0,1.72023,0.8832
1508.008,38.12152,0.0992,0.65832,57.0,1.54733,0.8968
1509.0107,29.77226,0.10967,0.7354,44.0,1.83619,0.90894
1510.0133,38.19524,0.07812,0.71077,51.5,1.58311,0.90541
1511.016,51.54825,0.13591,0.78481,51.5,1.49981,0.89907
1512.0187,51.47879,0.30308,0.89462,51.5,1.90512,0.93491
1513.0213,51.50395,0.33206,0.86726,51.5,1.68714,0.92558
1514.024,51.6373,0.28738,0.79177,51.5,1.63973,0.93814
1515.0267,51.61857,0.30465,0.7887,51.5,1.59474,0.92924
1516.0293,51.59233,0.3519,0.77678,51.5,1.5586,0.93973
1517.032,54.867,0.10632,0.57285,34.5,1.68281,0.93415
1518.0347,59.10502,0.17213,0.4971,51.5,1.64434,0.94261
1519.0373,4.33379,0.1886,0.57615,3.5,1.3364,0.9228
1520.04,50.49249,0.22104,0.61413,50.0,1.74257,0.90499
1521.0427,43.46306,0.00907,0.43583,50.0,1.76556,0.93027
1522.0453,49.64939,0.131,0.53082,4.5,1.42574,0.93873
1523.048,48.9353,0.0362,0.50752,48.5,1.63967,0.92052
1524.0507,43.36088,0.08401,0.56153,48.5,1.49656,0.95067
1525.0533,47.96989,0.05343,0.5991,48.5,1.50928,0.95579
1526.056,48.02477,0.03012,0.57971,48.5,1.44034,0.93945
1527.0587,48.0136,0.05491,0.64186,4.5,1.31767,0.91861
1528.0613,48.04529,0.12926,0.60593,38.0,1.48997,0.92128
1529.064,48.04053,0.19243,0.64314,38.0,1.52072,0.93847
1530.0667,37.92043,0.07251,0.49692,38.0,1.6499,0.92859
1531.0693,29.18914,0.02636,0.48247,29.0,1.49162,0.91901
1532.072,37.96672,0.11998,0.54862,38.0,1.69681,0.93145
1533.0747,65.62396,0.115,0.43587,42.5,1.64942,0.92841
1534.0773,29.05086,0.11606,0.40174,42.5,1.50005,0.92335
1535.08,48.31795,0.03586,0.43122,42.5,1.4934,0.93463
1536.0827,4.14824,0.08246,0.48454,4.0,1.50668,0.93635
1537.0853,4.0984,0.14092,0.63379,4.0,1.52767,0.93787
1538.088,4.06833,0.09432,0.64412,4.0,1.5229,0.93367
1539.0907,4.0616,0.12145,0.6884,54.5,1.62195,0.948
1540.0933,4.06594,0.20459,0.70017,4.0,1.56685,0.94574
1541.096,4.04193,0.16819,0.72378,4.0,1.48432,0.94137
1542.0987,3.96397,0.1875,0.69877,4.0,1.54416,0.92902
1543.1013,47.99958,0.00668,0.57775,48.5,1.54407,0.9352
1544.104,48.00895,0.29091,0.59977,48.5,1.57482,0.92626
1545.1067,48.13077,0.18467,0.58825,36.5,1.64428,0.92615
1546.1093,48.19376,0.30495,0.61144,48.5,1.64588,0.93042
1547.112,36.5449,0.01261,0.60589,36.5,1.6682,0.93641
1548.1147,36.60947,0.12804,0.55303,36.5,1.63846,0.92917
1549.1173,36.76199,0.08533,0.56309,36.5,1.6484,0.94869
1550.12,4.72754,0.052,0.50351,5.0,1.72045,0.94752
1551.1227,51.96689,0.07201,0.48838,52.0,1.74662,0.94873
1552.1253,7.24514,0.04592,0.46251,5.0,1.66832,0.93872
1553.128,4.9299,0.00927,0.48342,5.0,1.62949,0.94402
1554.1307,49.61395,0.01794,0.45494,35.0,1.51486,0.95495
1555.1333,35.08605,0.11795,0.6181,35.0,1.69727,0.93893
1556.136,35.6545,0.16835,0.62599,51.5,1.63746,0.93854
1557.1387,35.58101,0.09584,0.60137,50.0,1.53986,0.9189
1558.1413,49.35474,0.02572,0.67019,48.5,1.49373,0.92863
1559.144,49.40031,0.01233,0.68738,50.0,1.52918,0.93643
1560.1467,6.21035,0.04366,0.73125,50.0,1.49527,0.93356
1561.1493,6.15445,0.08741,0.71652,50.0,1.53998,0.93757
1562.152,6.20486,0.32724,0.89159,6.0,1.41321,0.9221
1563.1547,6.16716,0.27472,0.88541,6.0,1.50583,0.92663
1564.1573,6.11857,0.26364,0.75586,6.5,1.5616,0.92433
1565.16,40.04503,0.17708,0.66474,40.5,1.73217,0.9266
1566.1627,30.21255,0.00414,0.50389,51.5,1.66342,0.92968
1567.1653,51.41318,0.12508,0.54823,51.5,1.69575,0.92186
1568.168,56.52162,0.03418,0.56422,51.5,1.68379,0.90749
1569.1707,51.52813,0.12882,0.61794,40.5,1.61229,0.9168
1570.1733,3.32792,0.09702,0.53277,51.5,1.57634,0.91501
1571.176,39.92667,0.08348,0.49222,3.5,1.57634,0.92777
1572.1787,62.27335,0.00155,0.5338,46.5,1.66998,0.9177
1573.1813,40.62249,0.17024,0.62538,46.5,1.49262,0.93392
1574.184,46.83196,0.11648,0.57793,46.5,1.6825,0.91624
1575.1867,4.53921,0.07076,0.64611,46.5,1.41999,0.91533
1576.1893,4.65474,0.0064,0.64124,46.5,1.40453,0.91012
1577.192,46.90457,0.0277,0.64337,46.5,1.37077,0.91155
1578.1947,47.08995,0.01133,0.66021,46.5,1.34397,0.89811
1579.1973,47.99696,0.0229,0.62956,40.0,1.46753,0.91366
1580.2,48.10532,0.22994,0.69297,40.0,1.41256,0.91397
1581.2027,33.64848,0.17036,0.71193,40.0,1.4443,0.90993
1582.2053,40.25877,0.14494,0.66805,40.0,1.60007,0.90632
1583.208,47.89867,0.1307,0.64877,33.5,1.64055,0.91536
1584.2107,47.90592,0.05729,0.65607,48.5,1.70445,0.92556
1585.2133,47.54148,0.00956,0.57509,54.5,1.70976,0.9284
1586.216,43.14577,0.01743,0.56631,54.5,1.66823,0.92155
1587.2187,47.68659,0.17863,0.60196,54.5,1.74149,0.91858
1588.2213,27.66351,0.20407,0.49959,44.5,1.66348,0.89144
1589.224,27.93475,0.05267,0.62532,44.0,1.59608,0.8911
1590.2267,28.04943,0.16258,0.596,44.0,1.52803,0.9364
1591.2293,28.00334,0.00146,0.58123,35.0,1.59456,0.91942
1592.232,6.62929,0.14714,0.59131,35.0,1.59972,0.92223
1593.2347,6.65447,0.04707,0.56398,35.0,1.58994,0.91139
1594.2373,6.57605,0.06871,0.53441,35.0,1.59701,0.9268
1595.24,28.09512,0.20083,0.52518,28.0,1.46674,0.9228
1596.2427,34.74752,0.00712,0.46663,33.0,1.51517,0.93797
1597.2453,39.62749,0.01232,0.54924,32.5,1.69344,0.93129
1598.248,39.80239,0.05788,0.55135,32.5,1.68321,0.9191
1599.2507,45.03564,0.02871,0.4585,32.5,1.69784,0.92703
1600.2533,44.9625,0.2248,0.65847,32.5,1.53025,0.91991
1601.256,48.41451,0.01311,0.5876,32.5,1.50676,0.927
1602.2587,57.8899,0.1846,0.69211,57.5,1.55657,0.89075
1603.2613,48.19912,0.13434,0.65783,57.5,1.3374,0.89727
1604.264,48.01176,0.2443,0.73829,48.0,1.36121,0.89434
1605.2667,59.18329,0.04869,0.56406,48.0,1.30144,0.92516
1606.2693,47.84666,0.17939,0.65884,48.0,1.31451,0.92262
1607.272,47.92772,0.20061,0.66342,48.0,1.49157,0.90038
1608.2747,50.40736,0.17004,0.61939,40.5,1.53008,0.90544
1609.2773,40.60154,0.21547,0.80724,40.5,1.55457,0.9145
1610.28,43.18224,0.07617,0.66256,40.5,1.59327,0.92363
1611.2827,36.94453,0.07916,0.63837,37.0,1.54814,0.90917
1612.2853,40.70677,0.14092,0.70465,37.0,1.52466,0.90812
1613.288,51.48662,0.0091,0.71012,41.0,1.56155,0.89227
1614.2907,51.52041,0.07829,0.68603,41.0,1.67186,0.92492
1615.2933,51.94266,0.23037,0.71328,52.0,1.59725,0.92028
1616.296,51.82191,0.2589,0.68983,51.5,1.37364,0.91926
1617.2987,44.14968,0.09649,0.62486,44.0,1.34977,0.92505
1618.3013,40.6434,0.15499,0.66024,41.0,1.54612,0.9133
1619.304,40.88194,0.05047,0.62909,41.0,1.56477,0.92388
1620.3067,40.93474,0.14436,0.56535,37.0,1.53698,0.9147
1621.3093,40.8787,0.02068,0.59272,37.0,1.59089,0.93381
1622.312,40.73687,0.07522,0.65482,41.0,1.71781,0.94431
1623.3147,43.32488,0.15955,0.735,43.5,1.69633,0.9399
1624.3173,43.0938,0.05804,0.72814,40.5,1.75337,0.94428
1625.32,49.01702,0.02447,0.65187,42.5,1.52572,0.94057
1626.3227,42.84757,0.33291,0.6968,42.5,1.49222,0.92657
1627.3253,42.71554,0.16868,0.68466,42.5,1.53251,0.91937
