# Jarvis Panorama -- PTEN m1 s2 2023-10-02 CSC1 panorama -- CSC1 -- 2-75 Hz -- 1,698 windows of 8 s every 1 s -- taken 2026-09-18T14:21:16
t_s,dominant_peak_hz,dominant_peak_margin,dominant_peak_power,dominant_flat_hz,aperiodic_exponent,r_squared
403.0693,5.01111,0.34158,1.17663,5.0,1.33845,0.91556
404.072,5.01788,0.25371,1.26293,5.0,1.33567,0.91276
405.0747,4.95317,0.35639,1.21284,5.0,1.31596,0.92935
406.0773,4.94822,0.18356,1.16354,5.0,1.32543,0.9198
407.08,4.81137,0.10036,1.10086,41.0,1.30301,0.92153
408.0827,4.76411,0.06762,1.09013,5.0,1.29934,0.92475
409.0853,4.6993,0.05949,1.20619,5.0,1.26494,0.91613
410.088,4.70757,0.09764,1.22275,5.0,1.19886,0.92981
411.0907,4.68979,0.40554,1.23652,5.0,1.17481,0.92008
412.0933,4.70535,0.16887,1.15783,5.0,1.26507,0.88898
413.096,4.65836,0.31341,1.20436,5.0,1.20029,0.90222
414.0987,4.84864,0.4525,1.33078,5.0,1.22147,0.92382
415.1013,4.83982,0.48464,1.33593,5.0,1.19711,0.932
416.104,4.84555,0.48654,1.2516,5.0,1.18228,0.93044
417.1067,4.83749,0.33479,1.24742,5.0,1.24144,0.92056
418.1093,4.85013,0.26387,1.25841,5.0,1.29136,0.93146
419.112,4.81998,0.28397,1.26809,5.0,1.26075,0.93164
420.1147,4.80741,0.23794,1.24914,4.5,1.30593,0.91903
421.1173,4.79598,0.08051,1.09201,4.5,1.332,0.93004
422.12,4.82311,0.13674,1.1125,5.0,1.37418,0.92819
423.1227,4.76146,0.17158,1.21938,4.5,1.32268,0.91193
424.1253,4.6697,0.33479,1.19018,4.5,1.32434,0.93406
425.128,4.65227,0.32585,1.1697,4.5,1.38073,0.94107
426.1307,4.68438,0.28064,1.08775,4.5,1.41015,0.94215
427.1333,4.66726,0.12705,1.09599,4.5,1.44734,0.94842
428.136,4.58183,0.28898,1.38229,4.5,1.40886,0.93727
429.1387,4.48423,0.42087,1.51649,4.5,1.30015,0.92948
430.1413,4.51925,0.39254,1.50288,4.5,1.37992,0.93121
431.144,4.55764,0.42695,1.51444,4.5,1.43918,0.9341
432.1467,4.50192,0.54197,1.50157,4.5,1.41807,0.9303
433.1493,4.51076,0.36115,1.46141,4.5,1.46299,0.93309
434.152,4.62505,0.39637,1.34388,4.5,1.40203,0.93683
435.1547,4.7885,0.26394,1.21734,4.5,1.42441,0.94287
436.1573,4.81815,0.27765,1.19364,4.5,1.42045,0.95418
437.16,4.88534,0.24711,1.14021,4.5,1.40624,0.96296
438.1627,4.89381,0.23067,1.17378,4.5,1.3773,0.96393
439.1653,4.95808,0.21831,1.23125,5.0,1.38364,0.95371
440.168,4.95667,0.17791,1.19474,5.0,1.399,0.94988
441.1707,4.88559,0.18654,1.18884,4.5,1.43213,0.93226
442.1733,4.51233,0.41598,1.32509,4.5,1.4432,0.91626
443.176,4.44333,0.4743,1.48327,4.5,1.33561,0.91
444.1787,4.383,0.42568,1.45319,4.5,1.39694,0.91678
445.1813,4.39676,0.34653,1.30654,4.5,1.41392,0.93131
446.184,4.32181,0.26238,1.1192,4.0,1.46023,0.94466
447.1867,4.33728,0.29309,1.12662,4.0,1.37854,0.93629
448.1893,4.31279,0.17454,1.05878,4.0,1.32195,0.92498
449.192,4.20622,0.23095,1.05579,4.0,1.27292,0.91264
450.1947,4.10762,0.20764,0.98915,4.0,1.32593,0.92717
451.1973,4.10066,0.09807,0.87439,40.5,1.36024,0.92682
452.2,40.5254,0.14911,0.98495,40.5,1.28887,0.87789
453.2027,3.24587,0.14648,0.84581,4.0,1.23311,0.8688
454.2053,3.35541,0.12565,0.8736,4.0,1.29745,0.91921
455.208,3.2306,0.21241,0.87119,4.0,1.29507,0.91525
456.2107,42.26138,0.09377,0.68909,42.5,1.56412,0.88303
457.2133,42.30426,0.17389,0.72507,28.5,1.56642,0.8839
458.216,42.38052,0.11856,0.7106,42.5,1.55458,0.89528
459.2187,42.53419,0.02594,0.74803,42.5,1.46183,0.88718
460.2213,42.56795,0.18158,0.77496,42.5,1.47584,0.88134
461.224,31.50998,0.05044,0.74063,31.5,1.56189,0.90203
462.2267,31.23459,0.11248,0.66579,31.5,1.51584,0.90058
463.2293,31.48913,0.337,0.93423,31.5,1.50937,0.89687
464.232,31.47049,0.35279,1.10237,31.5,1.52871,0.90181
465.2347,31.40097,0.34359,1.03786,31.0,1.56592,0.90626
466.2373,31.45403,0.22074,0.93397,31.5,1.59768,0.911
467.24,31.26937,0.0,0.93702,31.0,1.6099,0.9292
468.2427,31.40838,0.46065,1.00724,31.0,1.5943,0.9157
469.2453,31.21672,0.24638,0.85293,31.0,1.61195,0.93272
470.248,31.21486,0.15764,0.78061,31.0,1.70635,0.9259
471.2507,43.50633,0.03196,0.62134,25.0,1.74178,0.9513
472.2533,43.75449,0.24563,0.5829,25.0,1.67804,0.93836
473.256,24.94787,0.0,0.7339,25.0,1.66809,0.94701
474.2587,25.13564,0.07153,0.70075,25.0,1.71031,0.94108
475.2613,25.26204,0.20916,0.77891,25.0,1.72805,0.93038
476.264,25.32354,0.33323,0.91288,25.5,1.46576,0.94335
477.2667,25.31544,0.21156,0.91578,25.5,1.46229,0.88874
478.2693,25.27738,0.05563,0.79753,29.5,1.41271,0.86667
479.272,25.38362,0.07316,0.84988,29.5,1.44062,0.88049
480.2747,29.48688,0.15547,0.85043,29.5,1.45472,0.88868
481.2773,29.69327,0.09418,0.74317,29.5,1.44801,0.90907
482.28,25.51045,0.16601,0.89187,25.5,1.40749,0.9002
483.2827,25.64482,0.10157,0.64034,25.5,1.47396,0.90783
484.2853,25.57312,0.10631,0.65243,25.5,1.5835,0.92817
485.288,25.73491,0.13345,0.64298,25.5,1.55667,0.92149
486.2907,25.4686,0.08722,0.61178,25.5,1.5991,0.94142
487.2933,26.1346,0.33335,0.73207,25.5,1.53515,0.93331
488.296,25.63236,0.12476,0.72098,25.5,1.57575,0.93523
489.2987,23.46827,0.1544,0.59005,27.0,1.51717,0.91139
490.3013,24.30599,0.013,0.60891,22.5,1.59398,0.92075
491.304,27.88255,0.15356,0.65449,31.5,1.60603,0.92297
492.3067,31.51948,0.12653,0.83334,31.5,1.65494,0.94084
493.3093,31.5834,0.25174,0.86973,31.5,1.72491,0.94736
494.312,27.25243,0.10248,0.68235,31.5,1.72522,0.94415
495.3147,31.60385,0.36062,0.91611,31.5,1.62283,0.94402
496.3173,31.60977,0.24476,0.84404,26.0,1.71907,0.94485
497.32,28.25378,0.00619,0.7543,32.0,1.69352,0.94158
498.3227,32.18061,0.11893,0.73155,32.0,1.73907,0.93666
499.3253,25.84675,0.01778,0.66459,32.0,1.73898,0.93287
500.328,44.57495,0.10023,0.67796,26.0,1.66309,0.92078
501.3307,44.41246,0.01821,0.68503,26.0,1.68052,0.93692
502.3333,49.21798,0.06189,0.69111,50.5,1.56572,0.94361
503.336,35.5733,0.12873,0.78066,49.5,1.51314,0.91805
504.3387,40.174,0.13386,0.7773,40.0,1.49533,0.94141
505.3413,39.98985,0.011,0.67459,40.0,1.4319,0.942
506.344,40.02822,0.18911,0.79042,40.0,1.3801,0.93227
507.3467,35.88054,0.07713,0.71078,35.5,1.27704,0.92556
508.3493,35.8549,0.04919,0.67665,5.0,1.25422,0.91649
509.352,35.98755,0.05554,0.74979,5.0,1.22887,0.9103
510.3547,35.18427,0.02635,0.82185,2.0,1.14372,0.88995
511.3573,35.6572,0.29079,0.88179,35.0,1.33099,0.84728
512.36,35.36912,0.21411,0.92409,35.0,1.31753,0.82908
513.3627,2.0,0.17418,0.78006,35.0,1.18648,0.91054
514.3653,36.61296,0.03214,0.69678,29.5,1.59058,0.91909
515.368,47.82004,0.12535,0.77107,47.5,1.67166,0.91508
516.3707,41.04773,0.24907,0.92316,41.0,1.76307,0.9308
517.3733,41.05727,0.17024,0.93698,41.0,1.72531,0.93465
518.376,40.98548,0.29143,1.00998,41.0,1.77117,0.9236
519.3787,41.01946,0.14664,1.03141,41.0,1.78736,0.91841
520.3813,41.07708,0.21662,1.02399,40.5,1.76549,0.91989
521.384,41.01783,0.26423,1.03823,41.0,1.69184,0.91588
522.3867,42.16215,0.07656,0.78548,41.5,1.50142,0.93719
523.3893,36.14157,0.13883,0.86728,36.0,1.51403,0.92436
524.392,41.95928,0.09193,0.96978,42.0,1.68393,0.92622
525.3947,41.89518,0.17081,1.05235,42.0,1.66644,0.93071
526.3973,41.8813,0.16176,1.04954,42.0,1.67906,0.93081
527.4,43.14186,0.02176,0.81984,42.0,1.73826,0.93939
528.4027,42.0814,0.0118,0.83179,42.0,1.75405,0.93291
529.4053,40.72403,0.12267,0.93146,42.0,1.5124,0.92809
530.408,40.97979,0.17177,0.94416,41.0,1.58644,0.90326
531.4107,40.87352,0.23902,0.96276,41.0,1.63178,0.91536
532.4133,40.91517,0.27707,0.90408,41.0,1.33429,0.91652
533.416,40.89923,0.34915,0.92016,41.0,1.5659,0.89845
534.4187,41.00491,0.21141,0.86335,41.0,1.33591,0.91052
535.4213,41.15046,0.15869,0.81345,41.0,1.32801,0.92181
536.424,41.13134,0.17931,0.76886,41.0,1.59276,0.89313
537.4267,45.56537,0.03706,0.72364,45.5,1.34536,0.88431
538.4293,35.18966,0.06102,0.57127,63.0,1.61781,0.89343
539.432,36.4095,0.14434,0.7987,36.5,1.62247,0.90468
540.4347,51.66783,0.05778,0.63827,36.5,1.38854,0.89598
541.4373,51.52195,0.04527,0.68581,36.5,1.43944,0.89385
542.44,2.84656,0.11898,0.70208,36.5,1.36547,0.81307
543.4427,39.56858,0.07234,0.63942,36.5,1.52759,0.91401
544.4453,36.53079,0.32333,0.98146,36.5,1.42411,0.85215
545.448,36.52647,0.40007,0.96822,36.5,1.59323,0.89893
546.4507,36.57544,0.10578,0.69682,30.0,1.47829,0.90168
547.4533,36.73449,0.08653,0.75252,37.0,1.45413,0.91432
548.456,33.31496,0.11701,0.74036,37.0,1.47852,0.9106
549.4587,36.53115,0.13706,0.75933,37.0,1.42902,0.91445
550.4613,36.65211,0.25327,0.78159,37.0,1.44854,0.9143
551.464,41.72447,0.13801,0.6938,37.0,1.53248,0.92552
552.4667,36.04361,0.12854,0.64703,37.0,1.46054,0.92914
553.4693,37.30134,0.04273,0.68651,38.5,1.64762,0.93238
554.472,37.42844,0.32359,0.73674,38.5,1.60531,0.91612
555.4747,37.40177,0.06939,0.67935,38.0,1.58632,0.9186
556.4773,33.57856,0.11958,0.58393,54.5,1.65373,0.91215
557.48,33.62424,0.02332,0.68012,43.0,1.62678,0.92122
558.4827,26.57253,0.15064,0.72936,43.0,1.6455,0.91072
559.4853,33.27559,0.04105,0.63891,43.0,1.59656,0.91126
560.488,33.27335,0.0633,0.66277,26.5,1.54693,0.89544
561.4907,39.701,0.13607,0.64848,40.5,1.54511,0.90654
562.4933,33.49163,0.0811,0.76035,34.0,1.41514,0.86897
563.496,30.73008,0.10702,0.61571,40.0,1.41235,0.86649
564.4987,39.69172,0.28412,0.85909,39.5,1.54804,0.88765
565.5013,49.45392,0.03397,0.70655,40.0,1.58964,0.91162
566.504,41.01735,0.11453,0.77266,40.0,1.58805,0.90333
567.5067,39.75957,0.27233,0.8302,40.0,1.53577,0.90239
568.5093,30.81917,0.05052,0.66809,40.0,1.42386,0.86369
569.512,40.28878,0.05968,0.70378,40.0,1.56966,0.9167
570.5147,42.17028,0.1227,0.77212,36.5,1.60052,0.92479
571.5173,36.26914,0.04786,0.7334,36.5,1.61776,0.92032
572.52,36.09063,0.15206,0.85378,36.5,1.60789,0.91132
573.5227,35.35576,0.03998,0.74764,36.5,1.63331,0.8949
574.5253,38.71166,0.05588,0.90841,39.0,1.71124,0.91907
575.528,37.5,0.05353,0.72821,36.5,1.71964,0.93488
576.5307,36.23701,0.07911,0.87163,39.0,1.67052,0.92073
577.5333,46.94472,0.06056,0.73151,39.0,1.6802,0.9498
578.536,38.74325,0.16294,0.9001,38.5,1.62441,0.93673
579.5387,38.71717,0.16142,0.90126,38.5,1.62695,0.94821
580.5413,38.68991,0.24157,0.87978,38.5,1.63356,0.94401
581.544,,,,,,
582.5467,,,,,,
583.5493,,,,,,
584.552,,,,,,
585.5547,,,,,,
586.5573,,,,,,
587.56,,,,,,
588.5627,,,,,,
589.5653,27.51877,0.05813,0.62386,40.0,1.50019,0.86437
590.568,37.98913,0.05669,0.68205,38.0,1.51168,0.88462
591.5707,38.1821,0.00676,0.53868,38.0,1.55766,0.91116
592.5733,41.46074,0.02216,0.58685,54.5,1.57691,0.9052
593.576,32.79272,0.05115,0.58101,54.5,1.50919,0.89546
594.5787,41.73019,0.10771,0.6721,54.5,1.50856,0.89046
595.5813,38.17077,0.02895,0.60887,54.5,1.56569,0.90877
596.584,31.13705,0.32926,0.69025,54.5,1.5784,0.8886
597.5867,31.11181,0.32351,0.69552,54.5,1.65302,0.89804
598.5893,31.12914,0.16867,0.74044,54.5,1.67803,0.90647
599.592,35.94713,0.00917,0.73876,35.5,1.471,0.90513
600.5947,35.75686,0.15042,0.77353,40.0,1.51123,0.92196
601.5973,35.89311,0.02085,0.75376,40.0,1.61964,0.90707
602.6,35.99873,0.208,0.82937,40.0,1.64056,0.90381
603.6027,39.94383,0.27028,0.83627,40.0,1.65395,0.89978
604.6053,39.86759,0.25843,0.86073,40.0,1.55421,0.88561
605.608,39.82026,0.21537,0.89574,40.0,1.56882,0.90967
606.6107,39.69172,0.10213,0.70567,45.5,1.44995,0.88947
607.6133,39.65633,0.09863,0.74235,45.5,1.32107,0.92239
608.616,39.71247,0.14332,0.81615,39.5,1.4307,0.86924
609.6187,39.78629,0.12331,0.85919,39.5,1.39466,0.8545
610.6213,39.85696,0.12488,0.86909,39.5,1.45462,0.86635
611.624,39.7773,0.02196,0.67449,39.5,1.35568,0.83973
612.6267,39.969,0.20875,0.57445,54.5,1.44544,0.84511
613.6293,40.05122,0.02335,0.65751,2.5,1.32117,0.84872
614.632,40.07825,0.01356,0.63566,43.0,1.40579,0.85828
615.6347,43.11518,0.04815,0.62739,43.0,1.41881,0.8782
616.6373,24.75306,0.0692,0.56031,45.5,1.52577,0.92392
617.64,43.81373,0.05253,0.55355,45.5,1.45318,0.91648
618.6427,44.87315,0.22562,0.79193,44.5,1.47025,0.91815
619.6453,48.38511,0.01804,0.81838,45.5,1.62235,0.90706
620.648,34.70276,0.04427,0.70702,45.5,1.58569,0.91566
621.6507,45.31428,0.05814,0.75198,35.5,1.5049,0.87848
622.6533,44.80568,0.09718,0.74399,35.5,1.52811,0.89322
623.656,44.34875,0.0819,0.7933,35.5,1.26937,0.91638
624.6587,44.45801,0.0941,0.72692,54.5,1.51439,0.88871
625.6613,35.70667,0.14223,0.7532,31.5,1.57905,0.91189
626.664,36.1868,0.00497,0.66212,31.5,1.42305,0.92429
627.6667,30.836,0.01703,0.77735,31.5,1.53568,0.90976
628.6693,30.57924,0.01372,0.69748,54.5,1.65383,0.9173
629.672,30.69906,0.04506,0.66446,31.5,1.43872,0.91501
630.6747,3.64403,0.11505,0.75726,3.5,1.34123,0.89157
631.6773,52.10253,0.0204,0.69493,54.5,1.43105,0.91556
632.68,3.5004,0.07443,0.68905,54.5,1.43908,0.91107
633.6827,3.51893,0.08713,0.80247,3.5,1.44727,0.93299
634.6853,54.34748,0.09953,0.83289,54.5,1.47105,0.92321
635.688,3.60157,0.0202,0.75957,36.5,1.4346,0.90775
636.6907,50.56272,0.01943,0.80162,36.5,1.46292,0.93974
637.6933,38.0,0.10121,0.66368,34.0,1.48617,0.94544
638.696,34.3161,0.08591,0.74868,34.0,1.71962,0.94561
639.6987,36.96177,0.03132,0.85935,39.5,1.71133,0.93987
640.7013,39.20979,0.16264,0.75128,31.0,1.53609,0.94731
641.704,39.62852,0.17887,0.77459,31.0,1.50422,0.93089
642.7067,39.5434,0.27831,0.9062,40.0,1.6202,0.90709
643.7093,39.68474,0.29459,0.84944,40.0,1.65149,0.9254
644.712,39.59,0.18628,0.79913,40.0,1.65236,0.93154
645.7147,39.78465,0.0509,0.73302,31.0,1.42042,0.92587
646.7173,58.57842,0.05298,0.68746,25.5,1.41167,0.93813
647.72,58.66789,0.08071,0.66329,54.5,1.70254,0.93362
648.7227,3.7484,0.02653,0.65546,4.5,1.42787,0.93753
649.7253,3.71977,0.0266,0.64176,4.5,1.4311,0.93623
650.728,40.97041,0.11216,0.69679,4.5,1.38166,0.9363
651.7307,44.55426,0.19479,0.76056,4.5,1.39681,0.93453
652.7333,34.56175,0.20215,0.75622,36.0,1.50486,0.93835
653.736,36.1368,0.00611,0.68787,36.0,1.52649,0.91708
654.7387,35.54513,0.13801,0.75147,36.0,1.5257,0.9252
655.7413,28.2517,0.10758,0.7471,36.0,1.70115,0.92985
656.744,43.17731,0.27634,0.94039,43.0,1.71336,0.92447
657.7467,43.17552,0.26753,0.92808,43.0,1.56032,0.93829
658.7493,43.11191,0.25612,0.99853,43.0,1.69412,0.92796
659.752,43.07375,0.24201,0.92021,43.0,1.49516,0.93307
660.7547,42.93471,0.28397,0.89148,43.0,1.51794,0.93732
661.7573,42.88002,0.25903,0.77638,43.0,1.52666,0.93422
662.76,42.9504,0.25335,0.79476,43.0,1.55137,0.93648
663.7627,3.98789,0.09746,0.71722,37.0,1.53616,0.9452
664.7653,36.16609,0.00432,0.62698,37.0,1.58294,0.93587
665.768,30.26356,0.01157,0.59651,37.0,1.52253,0.92422
666.7707,30.1675,0.01097,0.67157,30.0,1.50675,0.92359
667.7733,3.90618,0.1584,0.64734,35.0,1.49564,0.92928
668.776,4.10083,0.20848,0.69045,35.0,1.47722,0.91584
669.7787,34.78486,0.14854,0.76541,35.0,1.4316,0.93071
670.7813,34.76545,0.01518,0.73234,46.0,1.61998,0.93529
671.784,40.40306,0.14481,0.72114,46.0,1.60466,0.91787
672.7867,45.67165,0.01435,0.62467,46.0,1.6014,0.9072
673.7893,35.5,0.05327,0.65471,46.0,1.54875,0.91652
674.792,34.86835,0.16271,0.85853,35.0,1.54368,0.9121
675.7947,34.55454,0.00155,0.57677,35.0,1.55672,0.91858
676.7973,39.91428,0.03391,0.61997,37.0,1.55995,0.92259
677.8,36.9956,0.11562,0.65139,37.0,1.50592,0.91028
678.8027,47.62116,0.05377,0.71609,42.5,1.53211,0.91588
679.8053,44.50098,0.10889,0.76165,36.5,1.51508,0.91141
680.808,36.54725,0.20232,0.82258,36.5,1.59216,0.90584
681.8107,36.49328,0.12516,0.8548,36.5,1.5666,0.89673
682.8133,36.53237,0.25322,0.77769,36.5,1.45454,0.87765
683.816,36.3798,0.08481,0.80362,36.5,1.5717,0.91407
684.8187,36.36311,0.1449,0.78963,31.5,1.60079,0.9045
685.8213,44.09023,0.09452,0.70257,54.0,1.65628,0.9116
686.824,41.13277,0.23556,0.83578,40.5,1.70426,0.91634
687.8267,33.74818,0.0024,0.64257,35.0,1.68239,0.92295
688.8293,41.32591,0.04842,0.79032,54.0,1.67802,0.93374
689.832,47.26041,0.16793,0.83257,34.5,1.73003,0.9374
690.8347,51.95433,0.063,0.79466,34.5,1.54093,0.93625
691.8373,47.44288,0.17749,0.80526,34.5,1.53107,0.93985
692.84,39.83991,0.10928,0.72897,39.0,1.48209,0.93263
693.8427,47.47977,0.02095,0.81006,39.0,1.50987,0.92551
694.8453,47.4752,0.07428,0.79331,47.5,1.56788,0.92235
695.848,30.89289,0.03882,0.71713,36.0,1.43175,0.92841
696.8507,37.5167,0.09237,0.67016,36.0,1.46829,0.94223
697.8533,29.0256,0.13273,0.72366,29.0,1.42296,0.94126
698.856,37.78217,0.26787,0.716,29.0,1.64876,0.92432
699.8587,37.96054,0.11245,0.53905,29.0,1.7433,0.93195
700.8613,3.5,0.0229,0.47856,2.0,1.46038,0.95606
701.864,3.5,0.14449,0.5481,2.0,1.40518,0.94236
702.8667,28.5914,0.05845,0.50693,29.5,1.68003,0.93058
703.8693,28.85573,0.05483,0.51701,30.0,1.75133,0.93407
704.872,29.31359,0.10141,0.52634,30.0,1.70554,0.92798
705.8747,24.93498,0.14099,0.6067,31.5,1.47687,0.94948
706.8773,24.97342,0.05388,0.68856,4.0,1.30492,0.91596
707.88,48.46291,0.01442,0.63479,31.5,1.32708,0.90615
708.8827,24.90676,0.08874,0.67963,31.5,1.66723,0.92281
709.8853,32.03498,0.20805,0.8283,31.5,1.41016,0.93955
710.888,31.97148,0.19303,0.82485,4.0,1.29891,0.94706
711.8907,32.01924,0.21454,0.82709,31.5,1.3727,0.93557
712.8933,37.4224,0.03347,0.61609,37.5,1.33372,0.91163
713.896,51.94444,0.16486,0.74294,37.5,1.37142,0.9215
714.8987,51.92476,0.04353,0.72004,37.5,1.49886,0.87642
715.9013,51.95443,0.12417,0.74903,37.5,1.53576,0.87781
716.904,51.93068,0.07155,0.71778,37.5,1.60535,0.90351
717.9067,52.08541,0.06218,0.714,50.0,1.64586,0.91377
718.9093,50.02356,0.18868,0.75516,50.0,1.50565,0.92465
719.912,49.25973,0.06685,0.63105,50.0,1.58623,0.92749
720.9147,50.1268,0.16202,0.62783,50.0,1.51642,0.92773
721.9173,39.50395,0.12591,0.56815,50.0,1.699,0.93603
722.92,38.19883,0.08385,0.56385,30.5,1.55992,0.93566
723.9227,35.64573,0.02683,0.70208,50.0,1.71347,0.91166
724.9253,37.41828,0.18838,0.72608,37.5,1.7413,0.92357
725.928,45.9405,0.05672,0.74641,46.0,1.73669,0.91695
726.9307,46.00847,0.24314,0.7582,46.0,1.74056,0.9121
727.9333,46.19115,0.18058,0.73071,46.0,1.66634,0.91777
728.936,46.02451,0.26109,0.74208,46.0,1.62632,0.93789
729.9387,45.95382,0.17691,0.7173,46.0,1.73024,0.92624
730.9413,33.5204,0.02875,0.63534,40.0,1.65589,0.93218
731.944,33.66095,0.24236,0.61202,40.0,1.38495,0.93333
732.9467,33.86885,0.04101,0.64897,31.0,1.62507,0.93119
733.9493,39.82272,0.10055,0.63137,40.0,1.69246,0.92085
734.952,39.78508,0.04812,0.69861,40.0,1.66549,0.92942
735.9547,39.85742,0.05292,0.67028,40.0,1.67165,0.93037
736.9573,39.78689,0.013,0.61348,40.0,1.69636,0.92542
737.96,55.50639,0.0,0.49281,56.5,1.71377,0.92319
738.9627,35.83855,0.20726,0.75342,36.0,1.68563,0.94477
739.9653,35.78142,0.29674,0.80094,36.0,1.64138,0.93151
740.968,35.86201,0.28067,0.83004,36.0,1.67234,0.92375
741.9707,35.7993,0.25933,0.79662,36.0,1.64262,0.91293
742.9733,35.8096,0.22945,0.80037,36.0,1.51242,0.92181
743.976,35.89477,0.32198,0.8489,36.0,1.50244,0.91281
744.9787,35.8798,0.17233,0.87552,36.0,1.50697,0.92687
745.9813,4.43321,0.074,0.65633,34.0,1.43747,0.93486
746.984,48.77562,0.00361,0.60917,48.5,1.476,0.93872
747.9867,38.29259,0.19267,0.69732,38.5,1.52579,0.94023
748.9893,38.04062,0.28294,0.69891,34.5,1.58224,0.9319
749.992,38.15698,0.12728,0.68348,41.5,1.64786,0.93336
750.9947,33.82591,0.29107,0.80097,41.0,1.58742,0.93006
751.9973,33.76506,0.28199,0.76728,41.0,1.61775,0.93444
753.0,41.26942,0.01875,0.75364,41.0,1.69051,0.94706
754.0027,41.12726,0.01796,0.77306,41.0,1.70052,0.94466
755.0053,33.80943,0.13696,0.6896,34.0,1.65403,0.92177
756.008,33.80777,0.10582,0.68347,34.0,1.6592,0.92371
757.0107,34.88949,0.08091,0.68013,34.0,1.56968,0.93697
758.0133,50.89111,0.05752,0.63232,36.0,1.54223,0.91847
759.016,47.9521,0.08528,0.65155,34.0,1.55264,0.93031
760.0187,35.96988,0.2225,0.84168,36.0,1.52557,0.93094
761.0213,36.03817,0.23598,0.74754,35.5,1.46661,0.92955
762.024,52.56902,0.08816,0.56203,52.5,1.504,0.91618
763.0267,52.54824,0.08168,0.56339,52.5,1.52003,0.90993
764.0293,61.66749,0.01223,0.49001,62.5,1.53279,0.90919
765.032,3.87758,0.21898,0.70231,3.5,1.29924,0.94269
766.0347,4.06505,0.30943,0.74643,4.0,1.32382,0.92918
767.0373,4.32383,0.12216,0.63679,4.0,1.38023,0.93879
768.04,48.54928,0.01122,0.54918,62.5,1.51365,0.93746
769.0427,36.95317,0.22337,0.70685,47.5,1.6416,0.93766
770.0453,37.12385,0.28626,0.79125,48.5,1.63907,0.94362
771.048,37.08111,0.15449,0.74318,47.5,1.59756,0.9389
772.0507,36.87543,0.10639,0.7846,37.0,1.7105,0.93635
773.0533,37.06436,0.16275,0.81093,30.0,1.75092,0.93463
774.056,37.1178,0.19395,0.77902,37.5,1.7247,0.93227
775.0587,32.47846,0.04946,0.67584,37.5,1.64951,0.93991
776.0613,30.13775,0.18476,0.76533,30.0,1.7751,0.95592
777.064,30.31848,0.2309,0.64484,30.0,1.64016,0.93564
778.0667,51.1358,0.04893,0.67655,30.5,1.6304,0.9169
779.0693,30.3994,0.06239,0.68932,3.5,1.52974,0.92114
780.072,51.26922,0.0067,0.62593,51.5,1.7438,0.92738
781.0747,5.45161,0.03189,0.61549,51.5,1.67774,0.93116
782.0773,5.42368,0.03319,0.59804,51.5,1.65287,0.92917
783.08,45.46794,0.18156,0.57462,51.5,1.67581,0.91703
784.0827,45.10965,0.07588,0.53723,29.0,1.79114,0.9055
785.0853,44.36513,0.17426,0.79424,29.0,1.81998,0.90807
786.088,28.95054,0.15337,0.79202,44.5,1.87518,0.89431
787.0907,28.94203,0.0148,0.80639,44.5,1.65845,0.91855
788.0933,44.57311,0.16968,0.71649,44.5,1.66023,0.91689
789.096,44.49033,0.11258,0.68927,44.5,1.59265,0.9287
790.0987,40.64905,0.07348,0.59349,53.0,1.55306,0.90889
791.1013,6.64956,0.02921,0.75632,41.0,1.40732,0.88414
792.104,41.00315,0.12031,0.8097,41.0,1.36031,0.89243
793.1067,41.16327,0.08064,0.79472,41.0,1.31269,0.87389
794.1093,41.15323,0.11199,0.78201,5.0,1.27203,0.87522
795.112,41.16507,0.03278,0.74902,5.0,1.22243,0.89251
796.1147,41.24279,0.04784,0.78496,41.0,1.32572,0.90142
797.1173,41.30639,0.16161,0.86966,41.5,1.36974,0.9259
798.12,45.38247,0.08145,0.88933,41.5,1.43232,0.94133
799.1227,27.98764,0.09796,0.79,41.5,1.40588,0.93273
800.1253,28.07115,0.15622,0.82868,28.0,1.32763,0.93318
801.128,27.80496,0.12293,0.82373,28.0,1.33967,0.93143
802.1307,32.64078,0.02103,0.68745,41.5,1.36285,0.92679
803.1333,3.1809,0.08958,0.63079,3.5,1.38911,0.91648
804.136,3.33968,0.15531,0.65016,4.0,1.29652,0.90949
805.1387,35.47914,0.04377,0.62376,35.5,1.40088,0.91324
806.1413,3.68948,0.09979,0.59369,35.5,1.40001,0.92047
807.144,3.59688,0.1209,0.6224,35.5,1.38441,0.93594
808.1467,3.54534,0.15357,0.61744,4.0,1.3535,0.91355
809.1493,16.60875,0.02857,0.46916,35.0,1.44534,0.93141
810.152,40.20042,0.00576,0.48396,33.5,1.44803,0.94036
811.1547,40.25007,0.07909,0.54306,33.5,1.46246,0.93218
812.1573,33.20505,0.02073,0.57903,47.5,1.54188,0.91956
813.16,33.19303,0.0594,0.59895,47.5,1.47278,0.91587
814.1627,37.64516,0.0499,0.54006,47.5,1.49558,0.9315
815.1653,5.14961,0.15647,0.67475,47.5,1.50236,0.91909
816.168,37.76515,0.08785,0.70038,38.0,1.48281,0.93434
817.1707,34.58728,0.27681,0.65274,35.0,1.55953,0.91525
818.1733,40.73674,0.0131,0.54532,54.0,1.60675,0.91028
819.176,34.68236,0.0686,0.55072,47.5,1.59505,0.91791
820.1787,2.65932,0.10176,0.66217,47.5,1.33913,0.94073
